TEMP,TEMP_QC,PSAL,PSAL_QC,TIME,DEPTH,LAT,LON,X,Y,DAY,year_month,TEMP_MOD,SALT_MOD
0.491,1,34.901,1,2022-04-01 00:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.264,34.929
0.312,1,34.900,1,2022-04-01 01:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.275,34.929
0.299,1,34.898,1,2022-04-01 02:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.283,34.930
0.263,1,34.897,1,2022-04-01 03:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.291,34.930
0.257,1,34.901,1,2022-04-01 04:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.286,34.930
0.232,1,34.899,1,2022-04-01 05:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.264,34.929
0.203,1,34.899,1,2022-04-01 06:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.235,34.929
0.231,1,34.900,1,2022-04-01 07:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.216,34.928
0.251,1,34.899,1,2022-04-01 08:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.218,34.928
0.260,1,34.898,1,2022-04-01 09:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.233,34.928
0.189,1,34.899,1,2022-04-01 10:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.244,34.928
0.117,1,34.899,1,2022-04-01 11:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.233,34.927
0.206,1,34.898,1,2022-04-01 12:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.211,34.927
0.186,1,34.900,1,2022-04-01 13:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.200,34.927
0.157,1,34.904,1,2022-04-01 14:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.210,34.927
0.161,1,34.905,1,2022-04-01 15:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.231,34.927
0.127,1,34.904,1,2022-04-01 16:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.253,34.927
0.109,1,34.901,1,2022-04-01 17:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.265,34.927
0.149,1,34.904,1,2022-04-01 18:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.267,34.927
0.152,1,34.904,1,2022-04-01 19:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.265,34.927
0.140,1,34.901,1,2022-04-01 20:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.263,34.926
0.098,1,34.904,1,2022-04-01 21:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.264,34.926
0.029,1,34.904,1,2022-04-01 22:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.263,34.926
-0.068,1,34.910,1,2022-04-01 23:00:00,500,66.015,1.983,406,340,2022-04-01,2022-04,4.252,34.925
-0.097,1,34.902,1,2022-04-02 00:00:00,500,66.015,1.983,406,340,2022-04-02,2022-04,4.338,34.927
-0.059,1,34.904,1,2022-04-02 01:00:00,500,66.015,1.983,406,340,2022-04-02,2022-04,4.328,34.927
-0.064,1,34.902,1,2022-04-02 02:00:00,500,66.015,1.983,406,340,2022-04-02,2022-04,4.329,34.926
-0.012,1,34.900,1,2022-04-02 03:00:00,500,66.015,1.983,406,340,2022-04-02,2022-04,4.343,34.926
-0.010,1,34.902,1,2022-04-02 04:00:00,500,66.015,1.983,406,340,2022-04-02,2022-04,4.364,34.926
0.020,1,34.901,1,2022-04-02 05:00:00,500,66.015,1.983,406,340,2022-04-02,2022-04,4.381,34.926
