TEMP,TEMP_QC,PSAL,PSAL_QC,TIME,DEPTH,LAT,LON,X,Y,DAY,year_month,TEMP_MOD,SALT_MOD
0.494,1,34.891,1,2022-06-01 00:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.718,34.915
0.648,1,34.890,1,2022-06-01 01:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.705,34.914
0.665,1,34.890,1,2022-06-01 02:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.691,34.914
0.674,1,34.889,1,2022-06-01 03:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.679,34.914
0.719,1,34.888,1,2022-06-01 04:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.670,34.914
0.701,1,34.889,1,2022-06-01 05:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.653,34.914
0.676,1,34.888,1,2022-06-01 06:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.639,34.914
0.588,1,34.889,1,2022-06-01 07:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.665,34.915
0.624,1,34.887,1,2022-06-01 08:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.710,34.915
0.589,1,34.888,1,2022-06-01 09:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.726,34.915
0.566,1,34.890,1,2022-06-01 10:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.715,34.915
0.533,1,34.890,1,2022-06-01 11:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.693,34.915
0.583,1,34.889,1,2022-06-01 12:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.666,34.915
0.587,1,34.890,1,2022-06-01 13:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.639,34.914
0.683,1,34.888,1,2022-06-01 14:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.621,34.914
0.671,1,34.893,1,2022-06-01 15:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.616,34.915
0.771,1,34.887,1,2022-06-01 16:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.620,34.915
0.700,1,34.889,1,2022-06-01 17:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.630,34.915
0.873,1,34.891,1,2022-06-01 18:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.634,34.915
0.904,1,34.897,1,2022-06-01 19:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.632,34.915
0.908,1,34.895,1,2022-06-01 20:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.632,34.915
0.590,1,34.890,1,2022-06-01 21:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.635,34.915
0.754,1,34.891,1,2022-06-01 22:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.633,34.915
0.588,1,34.891,1,2022-06-01 23:00:00,500,66.015,1.983,406,340,2022-06-01,2022-06,3.614,34.916
0.594,1,34.890,1,2022-06-02 00:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.700,34.911
0.676,1,34.890,1,2022-06-02 01:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.674,34.911
0.539,1,34.888,1,2022-06-02 02:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.654,34.911
0.987,1,34.889,1,2022-06-02 03:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.648,34.912
0.960,1,34.892,1,2022-06-02 04:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.654,34.912
0.913,1,34.891,1,2022-06-02 05:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.658,34.912
1.018,1,34.898,1,2022-06-02 06:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.656,34.912
1.069,1,34.897,1,2022-06-02 07:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.660,34.913
0.821,1,34.895,1,2022-06-02 08:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.658,34.913
0.983,1,34.888,1,2022-06-02 09:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.660,34.913
0.676,1,34.897,1,2022-06-02 10:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.677,34.914
0.720,1,34.899,1,2022-06-02 11:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.691,34.914
0.743,1,34.900,1,2022-06-02 12:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.686,34.914
0.911,1,34.900,1,2022-06-02 13:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.665,34.915
0.891,1,34.894,1,2022-06-02 14:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.640,34.915
0.869,1,34.895,1,2022-06-02 15:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.620,34.915
0.880,1,34.895,1,2022-06-02 16:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.608,34.916
1.084,1,34.901,1,2022-06-02 17:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.605,34.916
1.077,1,34.901,1,2022-06-02 18:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.607,34.916
1.025,1,34.898,1,2022-06-02 19:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.616,34.916
1.027,1,34.883,1,2022-06-02 20:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.631,34.917
0.917,1,34.891,1,2022-06-02 21:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.642,34.917
0.788,1,34.890,1,2022-06-02 22:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.642,34.918
0.778,1,34.883,1,2022-06-02 23:00:00,500,66.015,1.983,406,340,2022-06-02,2022-06,3.631,34.918
0.704,1,34.890,1,2022-06-03 00:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.683,34.912
0.734,1,34.889,1,2022-06-03 01:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.675,34.913
0.743,1,34.887,1,2022-06-03 02:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.655,34.914
0.793,1,34.890,1,2022-06-03 03:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.634,34.914
0.821,1,34.904,1,2022-06-03 04:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.621,34.915
0.890,1,34.893,1,2022-06-03 05:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.612,34.915
1.162,1,34.894,1,2022-06-03 06:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.613,34.916
1.150,1,34.897,1,2022-06-03 07:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.631,34.916
1.202,1,34.895,1,2022-06-03 08:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.652,34.917
1.068,1,34.897,1,2022-06-03 09:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.665,34.917
1.069,1,34.890,1,2022-06-03 10:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.665,34.918
1.153,1,34.895,1,2022-06-03 11:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.662,34.918
0.863,1,34.886,1,2022-06-03 12:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.655,34.919
0.731,1,34.890,1,2022-06-03 13:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.639,34.919
0.757,1,34.887,1,2022-06-03 14:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.618,34.920
0.750,1,34.885,1,2022-06-03 15:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.597,34.920
0.817,1,34.883,1,2022-06-03 16:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.582,34.920
1.002,1,34.881,1,2022-06-03 17:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.574,34.920
0.989,1,34.885,1,2022-06-03 18:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.572,34.920
0.952,1,34.884,1,2022-06-03 19:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.575,34.921
1.221,1,34.889,1,2022-06-03 20:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.580,34.921
1.233,1,34.892,1,2022-06-03 21:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.583,34.921
1.106,1,34.888,1,2022-06-03 22:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.582,34.922
0.898,1,34.886,1,2022-06-03 23:00:00,500,66.015,1.983,406,340,2022-06-03,2022-06,3.580,34.922
0.879,1,34.885,1,2022-06-04 00:00:00,500,66.015,1.983,406,340,2022-06-04,2022-06,3.641,34.921
0.928,1,34.881,1,2022-06-04 01:00:00,500,66.015,1.983,406,340,2022-06-04,2022-06,3.626,34.922
0.918,1,34.888,1,2022-06-04 02:00:00,500,66.015,1.983,406,340,2022-06-04,2022-06,3.604,34.922
1.032,1,34.878,1,2022-06-04 03:00:00,500,66.015,1.983,406,340,2022-06-04,2022-06,3.574,34.922
1.111,1,34.887,1,2022-06-04 04:00:00,500,66.015,1.983,406,340,2022-06-04,2022-06,3.551,34.923
1.159,1,34.891,1,2022-06-04 05:00:00,500,66.015,1.983,406,340,2022-06-04,2022-06,3.547,34.923
1.125,1,34.890,1,2022-06-04 06:00:00,500,66.015,1.983,406,340,2022-06-04,2022-06,3.554,34.923
1.217,1,34.893,1,2022-06-04 07:00:00,500,66.015,1.983,406,340,2022-06-04,2022-06,3.574,34.924
1.189,1,34.892,1,2022-06-04 08:00:00,500,66.015,1.983,406,340,2022-06-04,2022-06,3.596,34.924
1.103,1,34.886,1,2022-06-04 09:00:00,500,66.015,1.983,406,340,2022-06-04,2022-06,3.603,34.925
1.038,1,34.883,1,2022-06-04 10:00:00,500,66.015,1.983,406,340,2022-06-04,2022-06,3.610,34.925
0.985,1,34.882,1,2022-06-04 11:00:00,500,66.015,1.983,406,340,2022-06-04,2022-06,3.621,34.926
0.941,1,34.885,1,2022-06-04 12:00:00,500,66.015,1.983,406,340,2022-06-04,2022-06,3.630,34.926
0.912,1,34.886,1,2022-06-04 13:00:00,500,66.015,1.983,406,340,2022-06-04,2022-06,3.630,34.927
0.987,1,34.881,1,2022-06-04 14:00:00,500,66.015,1.983,406,340,2022-06-04,2022-06,3.618,34.927
0.887,1,34.886,1,2022-06-04 15:00:00,500,66.015,1.983,406,340,2022-06-04,2022-06,3.598,34.927
0.917,1,34.884,1,2022-06-04 16:00:00,500,66.015,1.983,406,340,2022-06-04,2022-06,3.583,34.927
1.025,1,34.879,1,2022-06-04 17:00:00,500,66.015,1.983,406,340,2022-06-04,2022-06,3.583,34.928
0.907,1,34.886,1,2022-06-04 18:00:00,500,66.015,1.983,406,340,2022-06-04,2022-06,3.602,34.928
1.143,1,34.889,1,2022-06-04 19:00:00,500,66.015,1.983,406,340,2022-06-04,2022-06,3.622,34.929
1.006,1,34.875,1,2022-06-04 20:00:00,500,66.015,1.983,406,340,2022-06-04,2022-06,3.637,34.929
