TEMP,TEMP_QC,PSAL,PSAL_QC,TIME,DEPTH,LAT,LON,X,Y,DAY,year_month,TEMP_MOD,SALT_MOD
-0.558,1,34.909,1,2022-04-01 00:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.125,34.915
-0.549,1,34.910,1,2022-04-01 01:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.124,34.915
-0.554,1,34.910,1,2022-04-01 02:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.126,34.915
-0.558,1,34.910,1,2022-04-01 03:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.130,34.915
-0.551,1,34.908,1,2022-04-01 04:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.132,34.915
-0.537,1,34.909,1,2022-04-01 05:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.133,34.915
-0.552,1,34.910,1,2022-04-01 06:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.131,34.915
-0.569,1,34.910,1,2022-04-01 07:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.130,34.915
-0.557,1,34.910,1,2022-04-01 08:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.130,34.915
-0.566,1,34.914,1,2022-04-01 09:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.127,34.915
-0.572,1,34.915,1,2022-04-01 10:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.122,34.915
-0.571,1,34.915,1,2022-04-01 11:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.114,34.915
-0.573,1,34.913,1,2022-04-01 12:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.107,34.915
-0.557,1,34.910,1,2022-04-01 13:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.103,34.915
-0.579,1,34.910,1,2022-04-01 14:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.104,34.915
-0.580,1,34.911,1,2022-04-01 15:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.108,34.915
-0.586,1,34.909,1,2022-04-01 16:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.112,34.915
-0.584,1,34.910,1,2022-04-01 17:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.114,34.915
-0.583,1,34.909,1,2022-04-01 18:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.114,34.915
-0.592,1,34.912,1,2022-04-01 19:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.113,34.915
-0.589,1,34.917,1,2022-04-01 20:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.111,34.915
-0.591,1,34.922,1,2022-04-01 21:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.109,34.915
-0.601,1,34.927,1,2022-04-01 22:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.105,34.915
-0.600,1,34.933,1,2022-04-01 23:00:00,1200,66.015,1.983,406,340,2022-04-01,2022-04,0.101,34.915
-0.597,1,34.929,1,2022-04-02 00:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.091,34.915
-0.601,1,34.924,1,2022-04-02 01:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.086,34.915
-0.591,1,34.916,1,2022-04-02 02:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.085,34.915
-0.590,1,34.914,1,2022-04-02 03:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.085,34.915
-0.588,1,34.909,1,2022-04-02 04:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.085,34.915
-0.591,1,34.912,1,2022-04-02 05:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.085,34.915
-0.598,1,34.913,1,2022-04-02 06:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.084,34.915
-0.584,1,34.915,1,2022-04-02 07:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.082,34.915
-0.582,1,34.921,1,2022-04-02 08:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.082,34.915
-0.582,1,34.929,1,2022-04-02 09:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.084,34.915
-0.582,1,34.936,1,2022-04-02 10:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.083,34.915
-0.585,1,34.940,1,2022-04-02 11:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.080,34.915
-0.574,1,34.935,1,2022-04-02 12:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.074,34.915
-0.580,1,34.926,1,2022-04-02 13:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.070,34.915
-0.591,1,34.919,1,2022-04-02 14:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.069,34.915
-0.589,1,34.913,1,2022-04-02 15:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.068,34.915
-0.581,1,34.911,1,2022-04-02 16:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.070,34.915
-0.574,1,34.911,1,2022-04-02 17:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.072,34.915
-0.565,1,34.910,1,2022-04-02 18:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.075,34.915
-0.554,1,34.911,1,2022-04-02 19:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.077,34.915
-0.556,1,34.913,1,2022-04-02 20:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.080,34.915
-0.545,1,34.915,1,2022-04-02 21:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.083,34.915
-0.554,1,34.918,1,2022-04-02 22:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.087,34.915
-0.569,1,34.920,1,2022-04-02 23:00:00,1200,66.015,1.983,406,340,2022-04-02,2022-04,0.089,34.915
-0.575,1,34.921,1,2022-04-03 00:00:00,1200,66.015,1.983,406,340,2022-04-03,2022-04,0.088,34.915
-0.578,1,34.916,1,2022-04-03 01:00:00,1200,66.015,1.983,406,340,2022-04-03,2022-04,0.083,34.915
-0.563,1,34.916,1,2022-04-03 02:00:00,1200,66.015,1.983,406,340,2022-04-03,2022-04,0.079,34.915
-0.550,1,34.913,1,2022-04-03 03:00:00,1200,66.015,1.983,406,340,2022-04-03,2022-04,0.080,34.915
-0.537,1,34.912,1,2022-04-03 04:00:00,1200,66.015,1.983,406,340,2022-04-03,2022-04,0.086,34.915
