TEMP,TEMP_QC,PSAL,PSAL_QC,TIME,DEPTH,LAT,LON,X,Y,DAY,year_month,TEMP_MOD,SALT_MOD
-0.432,1,34.909,1,2022-05-01 00:00:00,1000,66.015,1.983,406,340,2022-05-01,2022-05,0.626,34.914
-0.425,1,34.908,1,2022-05-01 01:00:00,1000,66.015,1.983,406,340,2022-05-01,2022-05,0.623,34.914
-0.416,1,34.910,1,2022-05-01 02:00:00,1000,66.015,1.983,406,340,2022-05-01,2022-05,0.622,34.914
-0.443,1,34.910,1,2022-05-01 03:00:00,1000,66.015,1.983,406,340,2022-05-01,2022-05,0.623,34.914
-0.441,1,34.907,1,2022-05-01 04:00:00,1000,66.015,1.983,406,340,2022-05-01,2022-05,0.623,34.914
-0.441,1,34.910,1,2022-05-01 05:00:00,1000,66.015,1.983,406,340,2022-05-01,2022-05,0.625,34.914
-0.442,1,34.909,1,2022-05-01 06:00:00,1000,66.015,1.983,406,340,2022-05-01,2022-05,0.632,34.914
-0.430,1,34.910,1,2022-05-01 07:00:00,1000,66.015,1.983,406,340,2022-05-01,2022-05,0.642,34.914
-0.422,1,34.911,1,2022-05-01 08:00:00,1000,66.015,1.983,406,340,2022-05-01,2022-05,0.651,34.914
-0.401,1,34.910,1,2022-05-01 09:00:00,1000,66.015,1.983,406,340,2022-05-01,2022-05,0.652,34.914
-0.400,1,34.910,1,2022-05-01 10:00:00,1000,66.015,1.983,406,340,2022-05-01,2022-05,0.644,34.914
-0.420,1,34.911,1,2022-05-01 11:00:00,1000,66.015,1.983,406,340,2022-05-01,2022-05,0.635,34.914
-0.437,1,34.910,1,2022-05-01 12:00:00,1000,66.015,1.983,406,340,2022-05-01,2022-05,0.622,34.914
-0.441,1,34.910,1,2022-05-01 13:00:00,1000,66.015,1.983,406,340,2022-05-01,2022-05,0.609,34.914
-0.427,1,34.909,1,2022-05-01 14:00:00,1000,66.015,1.983,406,340,2022-05-01,2022-05,0.597,34.914
