TEMP,TEMP_QC,PSAL,PSAL_QC,TIME,DEPTH,LAT,LON,X,Y,DAY,year_month,TEMP_MOD,SALT_MOD
-0.294,1,34.911,1,2023-05-01 00:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.010,34.904
-0.292,1,34.909,1,2023-05-01 01:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.006,34.904
-0.299,1,34.910,1,2023-05-01 02:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.011,34.904
-0.312,1,34.908,1,2023-05-01 03:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.021,34.904
-0.322,1,34.911,1,2023-05-01 04:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.038,34.904
-0.326,1,34.910,1,2023-05-01 05:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.065,34.904
-0.310,1,34.908,1,2023-05-01 06:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.072,34.904
-0.353,1,34.909,1,2023-05-01 07:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.068,34.904
-0.304,1,34.909,1,2023-05-01 08:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.065,34.904
-0.293,1,34.910,1,2023-05-01 09:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.059,34.904
-0.281,1,34.912,1,2023-05-01 10:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.055,34.904
-0.289,1,34.909,1,2023-05-01 11:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.049,34.904
-0.296,1,34.911,1,2023-05-01 12:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.040,34.904
-0.300,1,34.912,1,2023-05-01 13:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.039,34.904
-0.296,1,34.912,1,2023-05-01 14:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.052,34.904
-0.311,1,34.912,1,2023-05-01 15:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.073,34.904
-0.323,1,34.911,1,2023-05-01 16:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.094,34.904
-0.330,1,34.909,1,2023-05-01 17:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.110,34.904
-0.331,1,34.915,1,2023-05-01 18:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.120,34.904
-0.314,1,34.907,1,2023-05-01 19:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.128,34.904
-0.295,1,34.911,1,2023-05-01 20:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.132,34.904
-0.253,1,34.908,1,2023-05-01 21:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.134,34.904
-0.291,1,34.914,1,2023-05-01 22:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.134,34.904
-0.280,1,34.911,1,2023-05-01 23:00:00,800,66.015,1.983,406,340,2023-05-01,2023-05,1.130,34.904
-0.303,1,34.912,1,2023-05-02 00:00:00,800,66.015,1.983,406,340,2023-05-02,2023-05,1.086,34.904
-0.309,1,34.911,1,2023-05-02 01:00:00,800,66.015,1.983,406,340,2023-05-02,2023-05,1.083,34.904
-0.315,1,34.912,1,2023-05-02 02:00:00,800,66.015,1.983,406,340,2023-05-02,2023-05,1.082,34.904
-0.303,1,34.910,1,2023-05-02 03:00:00,800,66.015,1.983,406,340,2023-05-02,2023-05,1.084,34.904
-0.309,1,34.908,1,2023-05-02 04:00:00,800,66.015,1.983,406,340,2023-05-02,2023-05,1.100,34.904
-0.297,1,34.910,1,2023-05-02 05:00:00,800,66.015,1.983,406,340,2023-05-02,2023-05,1.138,34.903
-0.292,1,34.910,1,2023-05-02 06:00:00,800,66.015,1.983,406,340,2023-05-02,2023-05,1.167,34.903
-0.292,1,34.915,1,2023-05-02 07:00:00,800,66.015,1.983,406,340,2023-05-02,2023-05,1.183,34.903
