TEMP,TEMP_QC,PSAL,PSAL_QC,TIME,DEPTH,LAT,LON,X,Y,DAY,year_month,TEMP_MOD,SALT_MOD
-0.779,1,34.930,3,2022-12-01 00:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.488,34.929
-0.780,1,34.930,3,2022-12-01 01:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.486,34.929
-0.782,1,34.930,3,2022-12-01 02:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.483,34.929
-0.782,1,34.932,3,2022-12-01 03:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.482,34.929
-0.782,1,34.930,3,2022-12-01 04:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.481,34.929
-0.779,1,34.930,3,2022-12-01 05:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.480,34.929
-0.777,1,34.929,3,2022-12-01 06:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.479,34.929
-0.779,1,34.931,3,2022-12-01 07:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.477,34.929
-0.778,1,34.930,3,2022-12-01 08:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.476,34.929
-0.781,1,34.932,3,2022-12-01 09:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.474,34.929
-0.775,1,34.928,3,2022-12-01 10:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.472,34.929
-0.781,1,34.931,3,2022-12-01 11:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.471,34.929
-0.783,1,34.930,3,2022-12-01 12:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.470,34.929
-0.783,1,34.930,3,2022-12-01 13:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.469,34.929
-0.782,1,34.930,3,2022-12-01 14:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.468,34.929
-0.782,1,34.930,3,2022-12-01 15:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.467,34.929
-0.780,1,34.929,3,2022-12-01 16:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.467,34.929
-0.782,1,34.930,3,2022-12-01 17:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.467,34.929
-0.782,1,34.930,3,2022-12-01 18:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.468,34.929
-0.782,1,34.929,3,2022-12-01 19:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.468,34.929
-0.783,1,34.929,3,2022-12-01 20:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.468,34.929
-0.784,1,34.931,3,2022-12-01 21:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.467,34.929
-0.782,1,34.930,3,2022-12-01 22:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.466,34.929
-0.783,1,34.930,3,2022-12-01 23:00:00,2000,66.015,1.983,406,340,2022-12-01,2022-12,-0.465,34.929
-0.784,1,34.930,3,2022-12-02 00:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.473,34.929
-0.784,1,34.930,3,2022-12-02 01:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.472,34.929
-0.783,1,34.930,3,2022-12-02 02:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.471,34.929
-0.783,1,34.930,3,2022-12-02 03:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.472,34.929
-0.784,1,34.930,3,2022-12-02 04:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.472,34.929
-0.784,1,34.930,3,2022-12-02 05:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.472,34.929
-0.784,1,34.930,3,2022-12-02 06:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.473,34.929
-0.783,1,34.930,3,2022-12-02 07:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.473,34.929
-0.781,1,34.930,3,2022-12-02 08:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.473,34.929
-0.781,1,34.930,3,2022-12-02 09:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.473,34.929
-0.781,1,34.930,3,2022-12-02 10:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.473,34.929
-0.777,1,34.930,3,2022-12-02 11:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.472,34.929
-0.779,1,34.931,3,2022-12-02 12:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.471,34.929
-0.780,1,34.930,3,2022-12-02 13:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.471,34.929
-0.783,1,34.930,3,2022-12-02 14:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.471,34.929
-0.784,1,34.930,3,2022-12-02 15:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.471,34.929
-0.785,1,34.930,3,2022-12-02 16:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.472,34.929
-0.785,1,34.930,3,2022-12-02 17:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.473,34.929
-0.783,1,34.930,3,2022-12-02 18:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.473,34.929
-0.774,1,34.932,3,2022-12-02 19:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.474,34.929
-0.767,1,34.931,3,2022-12-02 20:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.474,34.929
-0.762,1,34.931,3,2022-12-02 21:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.475,34.929
-0.760,1,34.931,3,2022-12-02 22:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.474,34.929
-0.758,1,34.931,3,2022-12-02 23:00:00,2000,66.015,1.983,406,340,2022-12-02,2022-12,-0.474,34.929
-0.757,1,34.931,3,2022-12-03 00:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.488,34.929
-0.756,1,34.931,3,2022-12-03 01:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.488,34.929
-0.756,1,34.931,3,2022-12-03 02:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.487,34.929
-0.756,1,34.931,3,2022-12-03 03:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.487,34.929
-0.756,1,34.930,3,2022-12-03 04:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.487,34.929
-0.757,1,34.931,3,2022-12-03 05:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.489,34.929
-0.758,1,34.932,3,2022-12-03 06:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.489,34.929
-0.750,1,34.927,3,2022-12-03 07:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.489,34.929
-0.760,1,34.931,3,2022-12-03 08:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.489,34.929
-0.759,1,34.931,3,2022-12-03 09:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.489,34.929
-0.761,1,34.930,3,2022-12-03 10:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.489,34.929
-0.760,1,34.930,3,2022-12-03 11:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.489,34.929
-0.758,1,34.930,3,2022-12-03 12:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.489,34.929
-0.760,1,34.931,3,2022-12-03 13:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.489,34.929
-0.758,1,34.931,3,2022-12-03 14:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.489,34.929
-0.757,1,34.930,3,2022-12-03 15:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.489,34.929
-0.757,1,34.931,3,2022-12-03 16:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.489,34.929
-0.757,1,34.931,3,2022-12-03 17:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.490,34.929
-0.757,1,34.931,3,2022-12-03 18:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.490,34.929
-0.757,1,34.931,3,2022-12-03 19:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.490,34.929
-0.757,1,34.931,3,2022-12-03 20:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.490,34.929
-0.757,1,34.930,3,2022-12-03 21:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.490,34.929
-0.758,1,34.931,3,2022-12-03 22:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.489,34.929
-0.758,1,34.931,3,2022-12-03 23:00:00,2000,66.015,1.983,406,340,2022-12-03,2022-12,-0.489,34.929
-0.757,1,34.930,3,2022-12-04 00:00:00,2000,66.015,1.983,406,340,2022-12-04,2022-12,-0.507,34.930
-0.758,1,34.931,3,2022-12-04 01:00:00,2000,66.015,1.983,406,340,2022-12-04,2022-12,-0.507,34.930
-0.758,1,34.930,3,2022-12-04 02:00:00,2000,66.015,1.983,406,340,2022-12-04,2022-12,-0.506,34.930
-0.758,1,34.931,3,2022-12-04 03:00:00,2000,66.015,1.983,406,340,2022-12-04,2022-12,-0.504,34.930
-0.757,1,34.930,3,2022-12-04 04:00:00,2000,66.015,1.983,406,340,2022-12-04,2022-12,-0.503,34.930
-0.757,1,34.931,3,2022-12-04 05:00:00,2000,66.015,1.983,406,340,2022-12-04,2022-12,-0.502,34.930
-0.758,1,34.931,3,2022-12-04 06:00:00,2000,66.015,1.983,406,340,2022-12-04,2022-12,-0.500,34.930
-0.758,1,34.931,3,2022-12-04 07:00:00,2000,66.015,1.983,406,340,2022-12-04,2022-12,-0.499,34.930
-0.757,1,34.931,3,2022-12-04 08:00:00,2000,66.015,1.983,406,340,2022-12-04,2022-12,-0.497,34.930
