TEMP,TEMP_QC,PSAL,PSAL_QC,TIME,DEPTH,LAT,LON,X,Y,DAY,TEMP_MOD,SALT_MOD
0.056,1,34.902,1,2021-11-27 12:00:00,500,66.015,1.983,406,340,2021-11-27,4.181,34.940
0.041,1,34.902,1,2021-11-27 13:00:00,500,66.015,1.983,406,340,2021-11-27,4.195,34.940
0.043,1,34.901,1,2021-11-27 14:00:00,500,66.015,1.983,406,340,2021-11-27,4.204,34.940
0.115,1,34.900,1,2021-11-27 15:00:00,500,66.015,1.983,406,340,2021-11-27,4.200,34.940
0.089,1,34.901,1,2021-11-27 16:00:00,500,66.015,1.983,406,340,2021-11-27,4.183,34.940
0.107,1,34.902,1,2021-11-27 17:00:00,500,66.015,1.983,406,340,2021-11-27,4.157,34.939
0.140,1,34.902,1,2021-11-27 18:00:00,500,66.015,1.983,406,340,2021-11-27,4.130,34.939
0.148,1,34.902,1,2021-11-27 19:00:00,500,66.015,1.983,406,340,2021-11-27,4.107,34.938
0.156,1,34.901,1,2021-11-27 20:00:00,500,66.015,1.983,406,340,2021-11-27,4.093,34.938
0.095,1,34.904,1,2021-11-27 21:00:00,500,66.015,1.983,406,340,2021-11-27,4.093,34.938
0.059,1,34.904,1,2021-11-27 22:00:00,500,66.015,1.983,406,340,2021-11-27,4.105,34.938
0.019,1,34.903,1,2021-11-27 23:00:00,500,66.015,1.983,406,340,2021-11-27,4.127,34.938
0.003,1,34.902,1,2021-11-28 00:00:00,500,66.015,1.983,406,340,2021-11-28,4.152,34.939
0.026,1,34.902,1,2021-11-28 01:00:00,500,66.015,1.983,406,340,2021-11-28,4.167,34.939
0.035,1,34.901,1,2021-11-28 02:00:00,500,66.015,1.983,406,340,2021-11-28,4.172,34.939
0.027,1,34.901,1,2021-11-28 03:00:00,500,66.015,1.983,406,340,2021-11-28,4.165,34.939
0.037,1,34.901,1,2021-11-28 04:00:00,500,66.015,1.983,406,340,2021-11-28,4.151,34.939
0.095,1,34.900,1,2021-11-28 05:00:00,500,66.015,1.983,406,340,2021-11-28,4.130,34.938
0.134,1,34.901,1,2021-11-28 06:00:00,500,66.015,1.983,406,340,2021-11-28,4.104,34.938
0.068,1,34.902,1,2021-11-28 07:00:00,500,66.015,1.983,406,340,2021-11-28,4.072,34.937
0.055,1,34.900,1,2021-11-28 08:00:00,500,66.015,1.983,406,340,2021-11-28,4.036,34.936
0.023,1,34.901,1,2021-11-28 09:00:00,500,66.015,1.983,406,340,2021-11-28,4.024,34.936
0.030,1,34.900,1,2021-11-28 10:00:00,500,66.015,1.983,406,340,2021-11-28,4.031,34.936
0.026,1,34.901,1,2021-11-28 11:00:00,500,66.015,1.983,406,340,2021-11-28,4.042,34.936
0.050,1,34.900,1,2021-11-28 12:00:00,500,66.015,1.983,406,340,2021-11-28,4.062,34.937
0.077,1,34.901,1,2021-11-28 13:00:00,500,66.015,1.983,406,340,2021-11-28,4.087,34.938
0.053,1,34.901,1,2021-11-28 14:00:00,500,66.015,1.983,406,340,2021-11-28,4.096,34.938
0.070,1,34.902,1,2021-11-28 15:00:00,500,66.015,1.983,406,340,2021-11-28,4.092,34.937
0.061,1,34.903,1,2021-11-28 16:00:00,500,66.015,1.983,406,340,2021-11-28,4.082,34.937
0.093,1,34.901,1,2021-11-28 17:00:00,500,66.015,1.983,406,340,2021-11-28,4.073,34.937
0.115,1,34.901,1,2021-11-28 18:00:00,500,66.015,1.983,406,340,2021-11-28,4.062,34.937
0.160,1,34.901,1,2021-11-28 19:00:00,500,66.015,1.983,406,340,2021-11-28,4.039,34.936
0.094,1,34.902,1,2021-11-28 20:00:00,500,66.015,1.983,406,340,2021-11-28,4.012,34.936
0.059,1,34.903,1,2021-11-28 21:00:00,500,66.015,1.983,406,340,2021-11-28,3.994,34.936
0.118,1,34.902,1,2021-11-28 22:00:00,500,66.015,1.983,406,340,2021-11-28,3.993,34.935
0.113,1,34.902,1,2021-11-28 23:00:00,500,66.015,1.983,406,340,2021-11-28,4.008,34.936
0.168,1,34.899,1,2021-11-29 00:00:00,500,66.015,1.983,406,340,2021-11-29,3.994,34.938
0.153,1,34.901,1,2021-11-29 01:00:00,500,66.015,1.983,406,340,2021-11-29,4.023,34.938
0.117,1,34.899,1,2021-11-29 02:00:00,500,66.015,1.983,406,340,2021-11-29,4.040,34.938
0.103,1,34.902,1,2021-11-29 03:00:00,500,66.015,1.983,406,340,2021-11-29,4.047,34.938
0.104,1,34.902,1,2021-11-29 04:00:00,500,66.015,1.983,406,340,2021-11-29,4.047,34.938
0.134,1,34.901,1,2021-11-29 05:00:00,500,66.015,1.983,406,340,2021-11-29,4.048,34.938
0.162,1,34.900,1,2021-11-29 06:00:00,500,66.015,1.983,406,340,2021-11-29,4.031,34.937
0.100,1,34.901,1,2021-11-29 07:00:00,500,66.015,1.983,406,340,2021-11-29,4.017,34.937
0.123,1,34.904,1,2021-11-29 08:00:00,500,66.015,1.983,406,340,2021-11-29,4.007,34.936
0.088,1,34.902,1,2021-11-29 09:00:00,500,66.015,1.983,406,340,2021-11-29,3.997,34.936
0.189,1,34.900,1,2021-11-29 10:00:00,500,66.015,1.983,406,340,2021-11-29,3.990,34.936
0.208,1,34.899,1,2021-11-29 11:00:00,500,66.015,1.983,406,340,2021-11-29,3.998,34.936
0.166,1,34.898,1,2021-11-29 12:00:00,500,66.015,1.983,406,340,2021-11-29,4.012,34.936
0.182,1,34.901,1,2021-11-29 13:00:00,500,66.015,1.983,406,340,2021-11-29,4.021,34.937
0.187,1,34.901,1,2021-11-29 14:00:00,500,66.015,1.983,406,340,2021-11-29,4.024,34.937
0.130,1,34.903,1,2021-11-29 15:00:00,500,66.015,1.983,406,340,2021-11-29,4.036,34.937
0.103,1,34.902,1,2021-11-29 16:00:00,500,66.015,1.983,406,340,2021-11-29,4.060,34.937
0.071,1,34.902,1,2021-11-29 17:00:00,500,66.015,1.983,406,340,2021-11-29,4.072,34.937
0.117,1,34.902,1,2021-11-29 18:00:00,500,66.015,1.983,406,340,2021-11-29,4.064,34.937
0.143,1,34.901,1,2021-11-29 19:00:00,500,66.015,1.983,406,340,2021-11-29,4.052,34.937
0.221,1,34.899,1,2021-11-29 20:00:00,500,66.015,1.983,406,340,2021-11-29,4.044,34.937
0.189,1,34.900,1,2021-11-29 21:00:00,500,66.015,1.983,406,340,2021-11-29,4.035,34.936
0.258,1,34.897,1,2021-11-29 22:00:00,500,66.015,1.983,406,340,2021-11-29,4.027,34.936
0.261,1,34.899,1,2021-11-29 23:00:00,500,66.015,1.983,406,340,2021-11-29,4.032,34.936
0.205,1,34.900,1,2021-11-30 00:00:00,500,66.015,1.983,406,340,2021-11-30,4.052,34.939
0.204,1,34.900,1,2021-11-30 01:00:00,500,66.015,1.983,406,340,2021-11-30,4.055,34.938
0.151,1,34.901,1,2021-11-30 02:00:00,500,66.015,1.983,406,340,2021-11-30,4.055,34.938
0.126,1,34.900,1,2021-11-30 03:00:00,500,66.015,1.983,406,340,2021-11-30,4.059,34.938
0.168,1,34.899,1,2021-11-30 04:00:00,500,66.015,1.983,406,340,2021-11-30,4.069,34.938
0.125,1,34.902,1,2021-11-30 05:00:00,500,66.015,1.983,406,340,2021-11-30,4.091,34.939
0.168,1,34.900,1,2021-11-30 06:00:00,500,66.015,1.983,406,340,2021-11-30,4.097,34.939
0.161,1,34.900,1,2021-11-30 07:00:00,500,66.015,1.983,406,340,2021-11-30,4.100,34.939
0.201,1,34.900,1,2021-11-30 08:00:00,500,66.015,1.983,406,340,2021-11-30,4.101,34.938
0.254,1,34.899,1,2021-11-30 09:00:00,500,66.015,1.983,406,340,2021-11-30,4.085,34.938
0.286,1,34.898,1,2021-11-30 10:00:00,500,66.015,1.983,406,340,2021-11-30,4.068,34.938
0.215,1,34.902,1,2021-11-30 11:00:00,500,66.015,1.983,406,340,2021-11-30,4.051,34.937
0.215,1,34.899,1,2021-11-30 12:00:00,500,66.015,1.983,406,340,2021-11-30,4.041,34.937
0.173,1,34.901,1,2021-11-30 13:00:00,500,66.015,1.983,406,340,2021-11-30,4.043,34.937
0.160,1,34.902,1,2021-11-30 14:00:00,500,66.015,1.983,406,340,2021-11-30,4.057,34.938
0.140,1,34.900,1,2021-11-30 15:00:00,500,66.015,1.983,406,340,2021-11-30,4.070,34.938
0.200,1,34.901,1,2021-11-30 16:00:00,500,66.015,1.983,406,340,2021-11-30,4.078,34.938
0.214,1,34.900,1,2021-11-30 17:00:00,500,66.015,1.983,406,340,2021-11-30,4.083,34.938
0.208,1,34.901,1,2021-11-30 18:00:00,500,66.015,1.983,406,340,2021-11-30,4.085,34.938
0.221,1,34.900,1,2021-11-30 19:00:00,500,66.015,1.983,406,340,2021-11-30,4.083,34.938
0.208,1,34.900,1,2021-11-30 20:00:00,500,66.015,1.983,406,340,2021-11-30,4.068,34.938
0.232,1,34.902,1,2021-11-30 21:00:00,500,66.015,1.983,406,340,2021-11-30,4.036,34.937
0.195,1,34.900,1,2021-11-30 22:00:00,500,66.015,1.983,406,340,2021-11-30,4.012,34.936
0.276,1,34.897,1,2021-11-30 23:00:00,500,66.015,1.983,406,340,2021-11-30,4.016,34.936
0.252,1,34.901,1,2021-12-01 00:00:00,500,66.015,1.983,406,340,2021-12-01,4.062,34.939
0.183,1,34.899,1,2021-12-01 01:00:00,500,66.015,1.983,406,340,2021-12-01,4.059,34.938
0.162,1,34.901,1,2021-12-01 02:00:00,500,66.015,1.983,406,340,2021-12-01,4.064,34.938
0.125,1,34.902,1,2021-12-01 03:00:00,500,66.015,1.983,406,340,2021-12-01,4.063,34.938
0.103,1,34.902,1,2021-12-01 04:00:00,500,66.015,1.983,406,340,2021-12-01,4.072,34.939
0.163,1,34.901,1,2021-12-01 05:00:00,500,66.015,1.983,406,340,2021-12-01,4.102,34.939
0.157,1,34.901,1,2021-12-01 06:00:00,500,66.015,1.983,406,340,2021-12-01,4.103,34.939
0.200,1,34.900,1,2021-12-01 07:00:00,500,66.015,1.983,406,340,2021-12-01,4.094,34.939
0.215,1,34.899,1,2021-12-01 08:00:00,500,66.015,1.983,406,340,2021-12-01,4.087,34.939
0.203,1,34.899,1,2021-12-01 09:00:00,500,66.015,1.983,406,340,2021-12-01,4.075,34.938
0.242,1,34.901,1,2021-12-01 10:00:00,500,66.015,1.983,406,340,2021-12-01,4.052,34.938
0.210,1,34.900,1,2021-12-01 11:00:00,500,66.015,1.983,406,340,2021-12-01,4.031,34.937
0.176,1,34.901,1,2021-12-01 12:00:00,500,66.015,1.983,406,340,2021-12-01,4.030,34.937
0.156,1,34.901,1,2021-12-01 13:00:00,500,66.015,1.983,406,340,2021-12-01,4.045,34.937
0.144,1,34.902,1,2021-12-01 14:00:00,500,66.015,1.983,406,340,2021-12-01,4.066,34.938
0.089,1,34.902,1,2021-12-01 15:00:00,500,66.015,1.983,406,340,2021-12-01,4.089,34.938
0.069,1,34.902,1,2021-12-01 16:00:00,500,66.015,1.983,406,340,2021-12-01,4.110,34.938
0.096,1,34.902,1,2021-12-01 17:00:00,500,66.015,1.983,406,340,2021-12-01,4.125,34.938
0.104,1,34.901,1,2021-12-01 18:00:00,500,66.015,1.983,406,340,2021-12-01,4.126,34.938
0.121,1,34.901,1,2021-12-01 19:00:00,500,66.015,1.983,406,340,2021-12-01,4.111,34.938
0.161,1,34.899,1,2021-12-01 20:00:00,500,66.015,1.983,406,340,2021-12-01,4.094,34.938
0.180,1,34.899,1,2021-12-01 21:00:00,500,66.015,1.983,406,340,2021-12-01,4.083,34.938
0.193,1,34.899,1,2021-12-01 22:00:00,500,66.015,1.983,406,340,2021-12-01,4.080,34.937
0.145,1,34.901,1,2021-12-01 23:00:00,500,66.015,1.983,406,340,2021-12-01,4.089,34.937
0.154,1,34.902,1,2021-12-02 00:00:00,500,66.015,1.983,406,340,2021-12-02,4.090,34.939
0.185,1,34.901,1,2021-12-02 01:00:00,500,66.015,1.983,406,340,2021-12-02,4.095,34.939
0.140,1,34.901,1,2021-12-02 02:00:00,500,66.015,1.983,406,340,2021-12-02,4.107,34.939
0.139,1,34.900,1,2021-12-02 03:00:00,500,66.015,1.983,406,340,2021-12-02,4.143,34.939
0.181,1,34.902,1,2021-12-02 04:00:00,500,66.015,1.983,406,340,2021-12-02,4.187,34.940
0.119,1,34.901,1,2021-12-02 05:00:00,500,66.015,1.983,406,340,2021-12-02,4.202,34.940
0.125,1,34.902,1,2021-12-02 06:00:00,500,66.015,1.983,406,340,2021-12-02,4.190,34.940
0.109,1,34.900,1,2021-12-02 07:00:00,500,66.015,1.983,406,340,2021-12-02,4.163,34.939
0.157,1,34.901,1,2021-12-02 08:00:00,500,66.015,1.983,406,340,2021-12-02,4.146,34.939
0.147,1,34.901,1,2021-12-02 09:00:00,500,66.015,1.983,406,340,2021-12-02,4.155,34.939
0.157,1,34.902,1,2021-12-02 10:00:00,500,66.015,1.983,406,340,2021-12-02,4.173,34.939
0.141,1,34.902,1,2021-12-02 11:00:00,500,66.015,1.983,406,340,2021-12-02,4.183,34.940
0.148,1,34.902,1,2021-12-02 12:00:00,500,66.015,1.983,406,340,2021-12-02,4.192,34.940
0.131,1,34.901,1,2021-12-02 13:00:00,500,66.015,1.983,406,340,2021-12-02,4.198,34.940
0.141,1,34.899,1,2021-12-02 14:00:00,500,66.015,1.983,406,340,2021-12-02,4.193,34.939
0.197,1,34.900,1,2021-12-02 15:00:00,500,66.015,1.983,406,340,2021-12-02,4.179,34.939
0.168,1,34.900,1,2021-12-02 16:00:00,500,66.015,1.983,406,340,2021-12-02,4.168,34.939
0.157,1,34.901,1,2021-12-02 17:00:00,500,66.015,1.983,406,340,2021-12-02,4.167,34.939
0.131,1,34.901,1,2021-12-02 18:00:00,500,66.015,1.983,406,340,2021-12-02,4.166,34.939
0.139,1,34.900,1,2021-12-02 19:00:00,500,66.015,1.983,406,340,2021-12-02,4.168,34.939
0.141,1,34.898,1,2021-12-02 20:00:00,500,66.015,1.983,406,340,2021-12-02,4.176,34.939
0.102,1,34.901,1,2021-12-02 21:00:00,500,66.015,1.983,406,340,2021-12-02,4.182,34.939
0.108,1,34.901,1,2021-12-02 22:00:00,500,66.015,1.983,406,340,2021-12-02,4.180,34.939
0.166,1,34.900,1,2021-12-02 23:00:00,500,66.015,1.983,406,340,2021-12-02,4.168,34.939
0.159,1,34.900,1,2021-12-03 00:00:00,500,66.015,1.983,406,340,2021-12-03,4.195,34.942
0.154,1,34.899,1,2021-12-03 01:00:00,500,66.015,1.983,406,340,2021-12-03,4.186,34.941
0.145,1,34.900,1,2021-12-03 02:00:00,500,66.015,1.983,406,340,2021-12-03,4.192,34.941
0.121,1,34.900,1,2021-12-03 03:00:00,500,66.015,1.983,406,340,2021-12-03,4.200,34.941
0.137,1,34.901,1,2021-12-03 04:00:00,500,66.015,1.983,406,340,2021-12-03,4.207,34.941
0.164,1,34.898,1,2021-12-03 05:00:00,500,66.015,1.983,406,340,2021-12-03,4.211,34.941
0.136,1,34.902,1,2021-12-03 06:00:00,500,66.015,1.983,406,340,2021-12-03,4.210,34.940
0.093,1,34.902,1,2021-12-03 07:00:00,500,66.015,1.983,406,340,2021-12-03,4.198,34.940
0.124,1,34.901,1,2021-12-03 08:00:00,500,66.015,1.983,406,340,2021-12-03,4.179,34.940
0.137,1,34.900,1,2021-12-03 09:00:00,500,66.015,1.983,406,340,2021-12-03,4.167,34.939
0.159,1,34.899,1,2021-12-03 10:00:00,500,66.015,1.983,406,340,2021-12-03,4.160,34.939
0.179,1,34.899,1,2021-12-03 11:00:00,500,66.015,1.983,406,340,2021-12-03,4.147,34.939
0.171,1,34.900,1,2021-12-03 12:00:00,500,66.015,1.983,406,340,2021-12-03,4.135,34.938
0.236,1,34.899,1,2021-12-03 13:00:00,500,66.015,1.983,406,340,2021-12-03,4.132,34.938
0.242,1,34.900,1,2021-12-03 14:00:00,500,66.015,1.983,406,340,2021-12-03,4.124,34.938
0.117,1,34.904,1,2021-12-03 15:00:00,500,66.015,1.983,406,340,2021-12-03,4.113,34.938
0.083,1,34.901,1,2021-12-03 16:00:00,500,66.015,1.983,406,340,2021-12-03,4.125,34.938
0.132,1,34.900,1,2021-12-03 17:00:00,500,66.015,1.983,406,340,2021-12-03,4.147,34.938
0.122,1,34.901,1,2021-12-03 18:00:00,500,66.015,1.983,406,340,2021-12-03,4.148,34.938
0.146,1,34.900,1,2021-12-03 19:00:00,500,66.015,1.983,406,340,2021-12-03,4.129,34.938
0.187,1,34.901,1,2021-12-03 20:00:00,500,66.015,1.983,406,340,2021-12-03,4.113,34.938
0.202,1,34.901,1,2021-12-03 21:00:00,500,66.015,1.983,406,340,2021-12-03,4.110,34.938
0.205,1,34.900,1,2021-12-03 22:00:00,500,66.015,1.983,406,340,2021-12-03,4.108,34.938
0.222,1,34.900,1,2021-12-03 23:00:00,500,66.015,1.983,406,340,2021-12-03,4.106,34.938
0.203,1,34.900,1,2021-12-04 00:00:00,500,66.015,1.983,406,340,2021-12-04,4.114,34.939
0.231,1,34.900,1,2021-12-04 01:00:00,500,66.015,1.983,406,340,2021-12-04,4.094,34.939
0.151,1,34.901,1,2021-12-04 02:00:00,500,66.015,1.983,406,340,2021-12-04,4.095,34.939
0.131,1,34.901,1,2021-12-04 03:00:00,500,66.015,1.983,406,340,2021-12-04,4.119,34.939
0.138,1,34.900,1,2021-12-04 04:00:00,500,66.015,1.983,406,340,2021-12-04,4.147,34.939
0.098,1,34.902,1,2021-12-04 05:00:00,500,66.015,1.983,406,340,2021-12-04,4.165,34.939
0.093,1,34.901,1,2021-12-04 06:00:00,500,66.015,1.983,406,340,2021-12-04,4.163,34.939
0.123,1,34.901,1,2021-12-04 07:00:00,500,66.015,1.983,406,340,2021-12-04,4.160,34.939
0.121,1,34.902,1,2021-12-04 08:00:00,500,66.015,1.983,406,340,2021-12-04,4.157,34.939
0.126,1,34.901,1,2021-12-04 09:00:00,500,66.015,1.983,406,340,2021-12-04,4.146,34.938
0.151,1,34.901,1,2021-12-04 10:00:00,500,66.015,1.983,406,340,2021-12-04,4.138,34.938
0.123,1,34.902,1,2021-12-04 11:00:00,500,66.015,1.983,406,340,2021-12-04,4.124,34.938
0.151,1,34.901,1,2021-12-04 12:00:00,500,66.015,1.983,406,340,2021-12-04,4.108,34.938
0.197,1,34.899,1,2021-12-04 13:00:00,500,66.015,1.983,406,340,2021-12-04,4.095,34.938
0.208,1,34.899,1,2021-12-04 14:00:00,500,66.015,1.983,406,340,2021-12-04,4.098,34.938
0.239,1,34.900,1,2021-12-04 15:00:00,500,66.015,1.983,406,340,2021-12-04,4.118,34.938
0.160,1,34.902,1,2021-12-04 16:00:00,500,66.015,1.983,406,340,2021-12-04,4.137,34.938
0.073,1,34.902,1,2021-12-04 17:00:00,500,66.015,1.983,406,340,2021-12-04,4.145,34.938
0.125,1,34.900,1,2021-12-04 18:00:00,500,66.015,1.983,406,340,2021-12-04,4.143,34.938
0.103,1,34.903,1,2021-12-04 19:00:00,500,66.015,1.983,406,340,2021-12-04,4.133,34.938
0.102,1,34.902,1,2021-12-04 20:00:00,500,66.015,1.983,406,340,2021-12-04,4.111,34.938
0.132,1,34.903,1,2021-12-04 21:00:00,500,66.015,1.983,406,340,2021-12-04,4.094,34.937
0.140,1,34.900,1,2021-12-04 22:00:00,500,66.015,1.983,406,340,2021-12-04,4.079,34.937
0.148,1,34.903,1,2021-12-04 23:00:00,500,66.015,1.983,406,340,2021-12-04,4.063,34.936
0.133,1,34.901,1,2021-12-05 00:00:00,500,66.015,1.983,406,340,2021-12-05,4.075,34.938
0.121,1,34.901,1,2021-12-05 01:00:00,500,66.015,1.983,406,340,2021-12-05,4.065,34.938
0.159,1,34.901,1,2021-12-05 02:00:00,500,66.015,1.983,406,340,2021-12-05,4.075,34.938
0.165,1,34.902,1,2021-12-05 03:00:00,500,66.015,1.983,406,340,2021-12-05,4.076,34.938
0.141,1,34.903,1,2021-12-05 04:00:00,500,66.015,1.983,406,340,2021-12-05,4.070,34.938
0.169,1,34.901,1,2021-12-05 05:00:00,500,66.015,1.983,406,340,2021-12-05,4.071,34.937
0.194,1,34.901,1,2021-12-05 06:00:00,500,66.015,1.983,406,340,2021-12-05,4.072,34.937
0.192,1,34.901,1,2021-12-05 07:00:00,500,66.015,1.983,406,340,2021-12-05,4.062,34.937
0.177,1,34.900,1,2021-12-05 08:00:00,500,66.015,1.983,406,340,2021-12-05,4.057,34.936
0.125,1,34.903,1,2021-12-05 09:00:00,500,66.015,1.983,406,340,2021-12-05,4.056,34.936
0.094,1,34.901,1,2021-12-05 10:00:00,500,66.015,1.983,406,340,2021-12-05,4.050,34.936
0.067,1,34.901,1,2021-12-05 11:00:00,500,66.015,1.983,406,340,2021-12-05,4.023,34.936
0.090,1,34.902,1,2021-12-05 12:00:00,500,66.015,1.983,406,340,2021-12-05,3.982,34.935
0.089,1,34.902,1,2021-12-05 13:00:00,500,66.015,1.983,406,340,2021-12-05,3.947,34.935
0.099,1,34.901,1,2021-12-05 14:00:00,500,66.015,1.983,406,340,2021-12-05,3.929,34.935
0.095,1,34.901,1,2021-12-05 15:00:00,500,66.015,1.983,406,340,2021-12-05,3.933,34.935
0.128,1,34.901,1,2021-12-05 16:00:00,500,66.015,1.983,406,340,2021-12-05,3.947,34.935
0.201,1,34.900,1,2021-12-05 17:00:00,500,66.015,1.983,406,340,2021-12-05,3.961,34.934
0.232,1,34.901,1,2021-12-05 18:00:00,500,66.015,1.983,406,340,2021-12-05,3.965,34.934
0.193,1,34.902,1,2021-12-05 19:00:00,500,66.015,1.983,406,340,2021-12-05,3.960,34.934
0.193,1,34.901,1,2021-12-05 20:00:00,500,66.015,1.983,406,340,2021-12-05,3.950,34.933
0.108,1,34.902,1,2021-12-05 21:00:00,500,66.015,1.983,406,340,2021-12-05,3.931,34.933
0.033,1,34.903,1,2021-12-05 22:00:00,500,66.015,1.983,406,340,2021-12-05,3.903,34.933
0.038,1,34.903,1,2021-12-05 23:00:00,500,66.015,1.983,406,340,2021-12-05,3.873,34.933
0.044,1,34.903,1,2021-12-06 00:00:00,500,66.015,1.983,406,340,2021-12-06,3.867,34.935
0.050,1,34.902,1,2021-12-06 01:00:00,500,66.015,1.983,406,340,2021-12-06,3.888,34.935
0.103,1,34.901,1,2021-12-06 02:00:00,500,66.015,1.983,406,340,2021-12-06,3.925,34.936
0.149,1,34.902,1,2021-12-06 03:00:00,500,66.015,1.983,406,340,2021-12-06,3.943,34.936
0.116,1,34.901,1,2021-12-06 04:00:00,500,66.015,1.983,406,340,2021-12-06,3.925,34.936
0.153,1,34.901,1,2021-12-06 05:00:00,500,66.015,1.983,406,340,2021-12-06,3.910,34.935
0.133,1,34.901,1,2021-12-06 06:00:00,500,66.015,1.983,406,340,2021-12-06,3.911,34.935
0.206,1,34.901,1,2021-12-06 07:00:00,500,66.015,1.983,406,340,2021-12-06,3.903,34.934
0.140,1,34.901,1,2021-12-06 08:00:00,500,66.015,1.983,406,340,2021-12-06,3.874,34.934
0.085,1,34.901,1,2021-12-06 09:00:00,500,66.015,1.983,406,340,2021-12-06,3.844,34.933
0.029,1,34.903,1,2021-12-06 10:00:00,500,66.015,1.983,406,340,2021-12-06,3.833,34.933
0.042,1,34.902,1,2021-12-06 11:00:00,500,66.015,1.983,406,340,2021-12-06,3.858,34.933
0.023,1,34.902,1,2021-12-06 12:00:00,500,66.015,1.983,406,340,2021-12-06,3.897,34.934
0.008,1,34.902,1,2021-12-06 13:00:00,500,66.015,1.983,406,340,2021-12-06,3.904,34.934
0.081,1,34.900,1,2021-12-06 14:00:00,500,66.015,1.983,406,340,2021-12-06,3.888,34.934
0.126,1,34.900,1,2021-12-06 15:00:00,500,66.015,1.983,406,340,2021-12-06,3.865,34.933
0.142,1,34.899,1,2021-12-06 16:00:00,500,66.015,1.983,406,340,2021-12-06,3.834,34.933
0.168,1,34.900,1,2021-12-06 17:00:00,500,66.015,1.983,406,340,2021-12-06,3.815,34.932
0.238,1,34.897,1,2021-12-06 18:00:00,500,66.015,1.983,406,340,2021-12-06,3.832,34.932
0.145,1,34.900,1,2021-12-06 19:00:00,500,66.015,1.983,406,340,2021-12-06,3.867,34.933
0.103,1,34.901,1,2021-12-06 20:00:00,500,66.015,1.983,406,340,2021-12-06,3.897,34.933
0.071,1,34.901,1,2021-12-06 21:00:00,500,66.015,1.983,406,340,2021-12-06,3.918,34.933
0.115,1,34.901,1,2021-12-06 22:00:00,500,66.015,1.983,406,340,2021-12-06,3.927,34.933
0.033,1,34.901,1,2021-12-06 23:00:00,500,66.015,1.983,406,340,2021-12-06,3.930,34.933
0.034,1,34.901,1,2021-12-07 00:00:00,500,66.015,1.983,406,340,2021-12-07,3.971,34.936
0.052,1,34.901,1,2021-12-07 01:00:00,500,66.015,1.983,406,340,2021-12-07,3.947,34.936
0.036,1,34.902,1,2021-12-07 02:00:00,500,66.015,1.983,406,340,2021-12-07,3.930,34.935
0.077,1,34.902,1,2021-12-07 03:00:00,500,66.015,1.983,406,340,2021-12-07,3.919,34.935
0.130,1,34.899,1,2021-12-07 04:00:00,500,66.015,1.983,406,340,2021-12-07,3.914,34.935
0.239,1,34.899,1,2021-12-07 05:00:00,500,66.015,1.983,406,340,2021-12-07,3.923,34.935
0.299,1,34.901,1,2021-12-07 06:00:00,500,66.015,1.983,406,340,2021-12-07,3.950,34.935
0.301,1,34.895,1,2021-12-07 07:00:00,500,66.015,1.983,406,340,2021-12-07,3.970,34.935
0.250,1,34.900,1,2021-12-07 08:00:00,500,66.015,1.983,406,340,2021-12-07,3.980,34.935
0.119,1,34.901,1,2021-12-07 09:00:00,500,66.015,1.983,406,340,2021-12-07,4.000,34.935
0.138,1,34.900,1,2021-12-07 10:00:00,500,66.015,1.983,406,340,2021-12-07,4.004,34.935
0.133,1,34.900,1,2021-12-07 11:00:00,500,66.015,1.983,406,340,2021-12-07,3.999,34.935
0.067,1,34.904,1,2021-12-07 12:00:00,500,66.015,1.983,406,340,2021-12-07,3.990,34.935
0.055,1,34.903,1,2021-12-07 13:00:00,500,66.015,1.983,406,340,2021-12-07,3.977,34.934
0.051,1,34.899,1,2021-12-07 14:00:00,500,66.015,1.983,406,340,2021-12-07,3.956,34.934
0.096,1,34.901,1,2021-12-07 15:00:00,500,66.015,1.983,406,340,2021-12-07,3.926,34.934
0.087,1,34.902,1,2021-12-07 16:00:00,500,66.015,1.983,406,340,2021-12-07,3.911,34.933
0.160,1,34.899,1,2021-12-07 17:00:00,500,66.015,1.983,406,340,2021-12-07,3.922,34.934
0.352,1,34.898,1,2021-12-07 18:00:00,500,66.015,1.983,406,340,2021-12-07,3.939,34.934
0.298,1,34.899,1,2021-12-07 19:00:00,500,66.015,1.983,406,340,2021-12-07,3.955,34.934
0.241,1,34.899,1,2021-12-07 20:00:00,500,66.015,1.983,406,340,2021-12-07,3.970,34.934
0.249,1,34.897,1,2021-12-07 21:00:00,500,66.015,1.983,406,340,2021-12-07,3.983,34.934
0.180,1,34.900,1,2021-12-07 22:00:00,500,66.015,1.983,406,340,2021-12-07,3.984,34.934
0.203,1,34.898,1,2021-12-07 23:00:00,500,66.015,1.983,406,340,2021-12-07,3.977,34.934
0.220,1,34.900,1,2021-12-08 00:00:00,500,66.015,1.983,406,340,2021-12-08,3.989,34.936
0.146,1,34.900,1,2021-12-08 01:00:00,500,66.015,1.983,406,340,2021-12-08,3.958,34.935
0.142,1,34.900,1,2021-12-08 02:00:00,500,66.015,1.983,406,340,2021-12-08,3.943,34.935
0.121,1,34.902,1,2021-12-08 03:00:00,500,66.015,1.983,406,340,2021-12-08,3.941,34.935
0.142,1,34.899,1,2021-12-08 04:00:00,500,66.015,1.983,406,340,2021-12-08,3.933,34.934
