,TIME,ensemble,ErrorFlags,TEMP,Pressure,PSAL,DEPTH,LATITUDE,LONGITUDE,X,Y,DAY,year_month,TEMP_MOD,SALT_MOD
953,2022-05-23 00:00:00,11436.5,20.0,-0.6437666666666667,380.2104166666666,34.76808333333333,375.8968291852702,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.8489937071177085,34.70836010796095
954,2022-05-23 01:00:00,11448.5,20.0,-0.6495083333333334,380.3561666666667,34.76845,376.0407934478109,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.8535780859090918,34.708709690932324
955,2022-05-23 02:00:00,11460.5,20.0,-0.6506666666666666,380.5249166666667,34.76840833333333,376.2074757873059,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.8561402148304242,34.7088220742598
956,2022-05-23 03:00:00,11472.5,20.0,-0.628775,380.68008333333336,34.76795,376.36074111253544,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.8484226682818146,34.708171888034045
957,2022-05-23 04:00:00,11484.5,20.0,-0.6553333333333333,380.7923333333333,34.769083333333334,376.471615580615,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.8253274783316025,34.70654130928565
958,2022-05-23 05:00:00,11496.5,20.0,-0.6619499999999999,380.8168333333333,34.76905,376.4958153461494,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.7860605236885605,34.703865600558785
959,2022-05-23 06:00:00,11508.5,20.0,-0.6619583333333333,380.74741666666665,34.769375000000004,376.42724933820847,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.734444163374282,34.70032661103115
960,2022-05-23 07:00:00,11520.5,20.0,-0.6585916666666667,380.6173333333333,34.769349999999996,376.2987600354648,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.6785229973011628,34.69626949593259
961,2022-05-23 08:00:00,11532.5,20.0,-0.6554166666666666,380.43575000000004,34.769125,376.1194016769604,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.6292400949464984,34.692299748275786
962,2022-05-23 09:00:00,11544.5,20.0,-0.6362416666666667,380.24541666666664,34.768225,375.9314003700296,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.5959881550495435,34.68902754907618
963,2022-05-23 10:00:00,11556.5,20.0,-0.6025416666666666,380.09458333333333,34.766749999999995,375.78241497573026,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.5793033708765447,34.68673125473561
964,2022-05-23 11:00:00,11568.5,20.0,-0.5613,380.0083333333334,34.764716666666665,375.69722162282386,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.5714359370085089,34.685262230019546
965,2022-05-23 12:00:00,11580.5,20.0,-0.46939166666666665,379.9956666666667,34.76508333333333,375.68471013210984,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.5634437665972452,34.68431775613543
966,2022-05-23 13:00:00,11592.5,20.0,-0.40547500000000003,380.05199999999996,34.766241666666666,375.74035333478446,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.5528601210986748,34.6838381991421
967,2022-05-23 14:00:00,11604.5,20.0,-0.38975,380.16741666666667,34.767316666666666,375.8543560034089,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.5404754904279957,34.68388647231675
968,2022-05-23 15:00:00,11616.5,20.0,-0.43496666666666667,380.3163333333334,34.76934166666667,376.00144816333324,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.527593800311343,34.68445236390246
969,2022-05-23 16:00:00,11628.5,20.0,-0.5246833333333333,380.46725,34.76779166666667,376.15051571680345,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.5156465642879425,34.68550083827912
970,2022-05-23 17:00:00,11640.5,20.0,-0.5733416666666667,380.56075000000004,34.766083333333334,376.2428700507717,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.5082194102801476,34.68716796671381
971,2022-05-23 18:00:00,11652.5,20.0,-0.6115166666666667,380.5901666666667,34.76655,376.2719262626162,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.5113714034116198,34.68978686307076
972,2022-05-23 19:00:00,11664.5,20.0,-0.6288666666666667,380.55041666666665,34.767358333333334,376.23266333482843,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.5309315844683521,34.6935016825594
973,2022-05-23 20:00:00,11676.5,20.0,-0.626625,380.4585,34.76748333333333,376.141872930802,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.5647114161347386,34.69773917397545
974,2022-05-23 21:00:00,11688.5,20.0,-0.6235333333333334,380.32366666666667,34.767383333333335,376.0086916485768,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.597886631870385,34.701059117677914
975,2022-05-23 22:00:00,11700.5,20.0,-0.6227416666666666,380.1913333333334,34.76734166666667,375.87797965552073,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.6171918116863839,34.70240799318764
976,2022-05-23 23:00:00,11712.5,20.0,-0.5956083333333333,380.1033333333333,34.76598333333333,375.79105778043225,76.107,15.967,292.0,444.0,2022-05-23,2022-05,0.6229842756398047,34.702038464536514
977,2022-05-24 00:00:00,11724.5,20.0,-0.5303083333333333,380.07991666666663,34.764975,375.76792799545814,76.107,15.967,292.0,444.0,2022-05-24,2022-05,0.6252657526928929,34.70120094695541
978,2022-05-24 01:00:00,11736.5,20.0,-0.4129,380.13275,34.76193333333333,375.82011405504267,76.107,15.967,292.0,444.0,2022-05-24,2022-05,0.6295326832387059,34.700738979098425
979,2022-05-24 02:00:00,11748.5,20.0,-0.20090833333333333,380.2420833333333,34.76266666666667,375.92810787970615,76.107,15.967,292.0,444.0,2022-05-24,2022-05,0.6370003820195903,34.70098811014722
980,2022-05-24 03:00:00,11760.5,20.0,0.032883333333333334,380.38391666666666,34.77986666666667,376.0682034424908,76.107,15.967,292.0,444.0,2022-05-24,2022-05,0.6462632320783319,34.701794145831
981,2022-05-24 04:00:00,11772.5,20.0,-0.08821666666666667,380.5498333333333,34.783925,376.2320871450097,76.107,15.967,292.0,444.0,2022-05-24,2022-05,0.6580615820684563,34.70310838904849
982,2022-05-24 05:00:00,11784.5,20.0,-0.21553333333333335,380.6845,34.77721666666667,376.365103658525,76.107,15.967,292.0,444.0,2022-05-24,2022-05,0.6761977251092501,34.705159767619634
983,2022-05-24 06:00:00,11796.5,20.0,-0.2581,380.7386666666667,34.77268333333333,376.4186065646848,76.107,15.967,292.0,444.0,2022-05-24,2022-05,0.7067958111303161,34.70832502299527
984,2022-05-24 07:00:00,11808.5,20.0,-0.26963333333333334,380.7130833333333,34.77115833333333,376.3933367328623,76.107,15.967,292.0,444.0,2022-05-24,2022-05,0.7533493913222908,34.71269956323458
985,2022-05-24 08:00:00,11820.5,20.0,-0.23076666666666668,380.6103333333333,34.77376666666667,376.2918458121057,76.107,15.967,292.0,444.0,2022-05-24,2022-05,0.8078325856692924,34.71742388790751
986,2022-05-24 09:00:00,11832.5,20.0,-0.529875,380.45866666666666,34.77514166666666,376.1420375513681,76.107,15.967,292.0,444.0,2022-05-24,2022-05,0.852570456111251,34.7209291868481
987,2022-05-24 10:00:00,11844.5,20.0,-0.607275,380.2884166666667,34.76763333333333,375.97387353586663,76.107,15.967,292.0,444.0,2022-05-24,2022-05,0.87548767527726,34.72219366743389
988,2022-05-24 11:00:00,11856.5,20.0,-0.6330666666666667,380.1209166666667,34.76851666666666,375.8084256937719,76.107,15.967,292.0,444.0,2022-05-24,2022-05,0.880704044109686,34.72165784171683
989,2022-05-24 12:00:00,11868.5,20.0,-0.6433083333333333,380.02508333333327,34.76903333333333,375.7137664214484,76.107,15.967,292.0,444.0,2022-05-24,2022-05,0.8817741005523292,34.72076922971196
990,2022-05-24 13:00:00,11880.5,20.0,-0.6492749999999999,379.99050000000005,34.768991666666665,375.6796067606227,76.107,15.967,292.0,444.0,2022-05-24,2022-05,0.8864322994377193,34.72051329300723
991,2022-05-24 14:00:00,11892.5,20.0,-0.6511083333333333,380.0351666666666,34.768908333333336,375.72372622582475,76.107,15.967,292.0,444.0,2022-05-24,2022-05,0.897789369235502,34.72133678114871
992,2022-05-24 15:00:00,11904.5,20.0,-0.6504416666666667,380.1426666666666,34.76891666666666,375.8299092278548,76.107,15.967,292.0,444.0,2022-05-24,2022-05,0.9149415675499175,34.72311966603805
993,2022-05-24 16:00:00,11916.5,20.0,-0.6485583333333333,380.2849166666667,34.76875833333333,375.9704164187553,76.107,15.967,292.0,444.0,2022-05-24,2022-05,0.9358281513601627,34.72554022863404
994,2022-05-24 17:00:00,11928.5,20.0,-0.6435666666666667,380.4405,34.76855833333334,376.12409347973,76.107,15.967,292.0,444.0,2022-05-24,2022-05,0.9615994744675249,34.728532463758285
