DEPTH,TIME,TEMP,TEMP_QC,PSAL,PSAL_QC,LON,LAT,X,Y,DAY,year_month,TEMP_MOD,SALT_MOD
500.000,2020-12-01 00:00:00,2.243,1.000,34.904,1.000,2.203,65.829,400,333,2020-12-01,2020-12,3.287,34.937
500.000,2020-12-01 01:00:00,2.420,1.000,34.898,1.000,2.203,65.829,400,333,2020-12-01,2020-12,3.222,34.937
500.000,2020-12-01 02:00:00,2.350,1.000,34.897,1.000,2.203,65.829,400,333,2020-12-01,2020-12,3.164,34.936
500.000,2020-12-01 03:00:00,2.809,1.000,34.918,1.000,2.203,65.829,400,333,2020-12-01,2020-12,3.136,34.936
500.000,2020-12-01 04:00:00,2.808,1.000,34.904,1.000,2.203,65.829,400,333,2020-12-01,2020-12,3.138,34.936
500.000,2020-12-01 05:00:00,2.761,1.000,34.907,1.000,2.203,65.829,400,333,2020-12-01,2020-12,3.162,34.936
500.000,2020-12-01 06:00:00,2.609,1.000,34.919,1.000,2.203,65.829,400,333,2020-12-01,2020-12,3.202,34.936
500.000,2020-12-01 07:00:00,2.479,1.000,34.911,1.000,2.203,65.829,400,333,2020-12-01,2020-12,3.241,34.937
500.000,2020-12-01 08:00:00,2.372,1.000,34.904,1.000,2.203,65.829,400,333,2020-12-01,2020-12,3.260,34.937
500.000,2020-12-01 09:00:00,2.331,1.000,34.910,1.000,2.203,65.829,400,333,2020-12-01,2020-12,3.263,34.937
500.000,2020-12-01 10:00:00,2.444,1.000,34.910,1.000,2.203,65.829,400,333,2020-12-01,2020-12,3.258,34.936
500.000,2020-12-01 11:00:00,2.499,1.000,34.904,1.000,2.203,65.829,400,333,2020-12-01,2020-12,3.246,34.936
500.000,2020-12-01 12:00:00,2.582,1.000,34.905,1.000,2.203,65.829,400,333,2020-12-01,2020-12,3.222,34.936
500.000,2020-12-01 13:00:00,2.574,1.000,34.915,1.000,2.203,65.829,400,333,2020-12-01,2020-12,3.184,34.936
500.000,2020-12-01 14:00:00,2.556,1.000,34.915,1.000,2.203,65.829,400,333,2020-12-01,2020-12,3.154,34.936
500.000,2020-12-01 15:00:00,2.463,1.000,34.908,1.000,2.203,65.829,400,333,2020-12-01,2020-12,3.141,34.936
500.000,2020-12-01 16:00:00,2.366,1.000,34.900,1.000,2.203,65.829,400,333,2020-12-01,2020-12,3.137,34.936
500.000,2020-12-01 17:00:00,2.420,1.000,34.905,1.000,2.203,65.829,400,333,2020-12-01,2020-12,3.143,34.936
500.000,2020-12-01 18:00:00,2.556,1.000,34.885,1.000,2.203,65.829,400,333,2020-12-01,2020-12,3.157,34.936
500.000,2020-12-01 19:00:00,2.527,1.000,34.913,1.000,2.203,65.829,400,333,2020-12-01,2020-12,3.176,34.936
500.000,2020-12-01 20:00:00,2.564,1.000,34.910,1.000,2.203,65.829,400,333,2020-12-01,2020-12,3.200,34.936
