DEPTH,TIME,TEMP,TEMP_QC,PSAL,PSAL_QC,LON,LAT,X,Y,DAY,year_month,TEMP_MOD,SALT_MOD
500.000,2020-11-01 00:00:00,1.674,1.000,34.894,1.000,2.203,65.829,400,333,2020-11-01,2020-11,2.716,34.945
500.000,2020-11-01 01:00:00,1.730,1.000,34.896,1.000,2.203,65.829,400,333,2020-11-01,2020-11,2.728,34.945
500.000,2020-11-01 02:00:00,1.645,1.000,34.894,1.000,2.203,65.829,400,333,2020-11-01,2020-11,2.730,34.945
500.000,2020-11-01 03:00:00,1.867,1.000,34.892,1.000,2.203,65.829,400,333,2020-11-01,2020-11,2.710,34.945
500.000,2020-11-01 04:00:00,1.811,1.000,34.886,1.000,2.203,65.829,400,333,2020-11-01,2020-11,2.687,34.945
500.000,2020-11-01 05:00:00,1.751,1.000,34.892,1.000,2.203,65.829,400,333,2020-11-01,2020-11,2.687,34.945
500.000,2020-11-01 06:00:00,1.561,1.000,34.892,1.000,2.203,65.829,400,333,2020-11-01,2020-11,2.711,34.945
500.000,2020-11-01 07:00:00,1.702,1.000,34.891,1.000,2.203,65.829,400,333,2020-11-01,2020-11,2.753,34.946
500.000,2020-11-01 08:00:00,1.592,1.000,34.894,1.000,2.203,65.829,400,333,2020-11-01,2020-11,2.816,34.946
500.000,2020-11-01 09:00:00,1.593,1.000,34.894,1.000,2.203,65.829,400,333,2020-11-01,2020-11,2.881,34.947
500.000,2020-11-01 10:00:00,1.501,1.000,34.889,1.000,2.203,65.829,400,333,2020-11-01,2020-11,2.920,34.947
500.000,2020-11-01 11:00:00,1.440,1.000,34.888,1.000,2.203,65.829,400,333,2020-11-01,2020-11,2.928,34.947
500.000,2020-11-01 12:00:00,1.681,1.000,34.896,1.000,2.203,65.829,400,333,2020-11-01,2020-11,2.920,34.947
500.000,2020-11-01 13:00:00,1.556,1.000,34.893,1.000,2.203,65.829,400,333,2020-11-01,2020-11,2.899,34.947
500.000,2020-11-01 14:00:00,1.605,1.000,34.890,1.000,2.203,65.829,400,333,2020-11-01,2020-11,2.872,34.947
500.000,2020-11-01 15:00:00,1.522,1.000,34.890,1.000,2.203,65.829,400,333,2020-11-01,2020-11,2.843,34.946
500.000,2020-11-01 16:00:00,1.587,1.000,34.892,1.000,2.203,65.829,400,333,2020-11-01,2020-11,2.833,34.946
500.000,2020-11-01 17:00:00,1.488,1.000,34.892,1.000,2.203,65.829,400,333,2020-11-01,2020-11,2.853,34.947
500.000,2020-11-01 18:00:00,1.570,1.000,34.891,1.000,2.203,65.829,400,333,2020-11-01,2020-11,2.892,34.947
500.000,2020-11-01 19:00:00,1.465,1.000,34.890,1.000,2.203,65.829,400,333,2020-11-01,2020-11,2.962,34.948
500.000,2020-11-01 20:00:00,1.264,1.000,34.887,1.000,2.203,65.829,400,333,2020-11-01,2020-11,3.024,34.949
500.000,2020-11-01 21:00:00,1.452,1.000,34.893,1.000,2.203,65.829,400,333,2020-11-01,2020-11,3.059,34.949
500.000,2020-11-01 22:00:00,1.228,1.000,34.885,1.000,2.203,65.829,400,333,2020-11-01,2020-11,3.053,34.949
500.000,2020-11-01 23:00:00,1.088,1.000,34.894,1.000,2.203,65.829,400,333,2020-11-01,2020-11,3.026,34.949
500.000,2020-11-02 00:00:00,1.258,1.000,34.887,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.671,34.921
500.000,2020-11-02 01:00:00,1.363,1.000,34.890,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.675,34.921
500.000,2020-11-02 02:00:00,1.485,1.000,34.891,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.676,34.921
500.000,2020-11-02 03:00:00,1.326,1.000,34.889,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.673,34.921
500.000,2020-11-02 04:00:00,1.416,1.000,34.891,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.667,34.921
500.000,2020-11-02 05:00:00,1.462,1.000,34.887,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.663,34.921
500.000,2020-11-02 06:00:00,1.503,1.000,34.887,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.661,34.921
500.000,2020-11-02 07:00:00,1.480,1.000,34.887,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.663,34.921
500.000,2020-11-02 08:00:00,1.581,1.000,34.887,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.670,34.921
500.000,2020-11-02 09:00:00,1.362,1.000,34.894,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.680,34.921
500.000,2020-11-02 10:00:00,1.251,1.000,34.892,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.688,34.921
500.000,2020-11-02 11:00:00,1.257,1.000,34.893,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.695,34.921
500.000,2020-11-02 12:00:00,1.260,1.000,34.887,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.701,34.921
500.000,2020-11-02 13:00:00,1.083,1.000,34.888,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.706,34.921
500.000,2020-11-02 14:00:00,0.998,1.000,34.887,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.709,34.921
500.000,2020-11-02 15:00:00,0.882,1.000,34.890,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.710,34.921
500.000,2020-11-02 16:00:00,0.985,1.000,34.889,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.710,34.921
500.000,2020-11-02 17:00:00,1.089,1.000,34.890,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.709,34.921
500.000,2020-11-02 18:00:00,1.213,1.000,34.893,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.710,34.922
500.000,2020-11-02 19:00:00,1.096,1.000,34.889,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.713,34.922
500.000,2020-11-02 20:00:00,1.202,1.000,34.884,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.719,34.922
500.000,2020-11-02 21:00:00,0.977,1.000,34.889,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.725,34.922
500.000,2020-11-02 22:00:00,0.887,1.000,34.889,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.730,34.922
500.000,2020-11-02 23:00:00,0.787,1.000,34.886,1.000,2.203,65.829,400,333,2020-11-02,2020-11,0.734,34.922
500.000,2020-11-03 00:00:00,0.815,1.000,34.881,1.000,2.203,65.829,400,333,2020-11-03,2020-11,0.296,34.919
500.000,2020-11-03 01:00:00,0.773,1.000,34.889,1.000,2.203,65.829,400,333,2020-11-03,2020-11,0.305,34.919
500.000,2020-11-03 02:00:00,0.749,1.000,34.888,1.000,2.203,65.829,400,333,2020-11-03,2020-11,0.310,34.919
500.000,2020-11-03 03:00:00,0.789,1.000,34.881,1.000,2.203,65.829,400,333,2020-11-03,2020-11,0.309,34.919
500.000,2020-11-03 04:00:00,0.960,1.000,34.887,1.000,2.203,65.829,400,333,2020-11-03,2020-11,0.302,34.919
500.000,2020-11-03 05:00:00,0.852,1.000,34.889,1.000,2.203,65.829,400,333,2020-11-03,2020-11,0.296,34.919
500.000,2020-11-03 06:00:00,0.873,1.000,34.889,1.000,2.203,65.829,400,333,2020-11-03,2020-11,0.293,34.919
500.000,2020-11-03 07:00:00,0.665,1.000,34.890,1.000,2.203,65.829,400,333,2020-11-03,2020-11,0.295,34.919
500.000,2020-11-03 08:00:00,0.853,1.000,34.891,1.000,2.203,65.829,400,333,2020-11-03,2020-11,0.302,34.919
500.000,2020-11-03 09:00:00,0.949,1.000,34.888,1.000,2.203,65.829,400,333,2020-11-03,2020-11,0.314,34.919
500.000,2020-11-03 10:00:00,0.874,1.000,34.890,1.000,2.203,65.829,400,333,2020-11-03,2020-11,0.326,34.919
500.000,2020-11-03 11:00:00,0.687,1.000,34.889,1.000,2.203,65.829,400,333,2020-11-03,2020-11,0.338,34.919
500.000,2020-11-03 12:00:00,0.609,1.000,34.889,1.000,2.203,65.829,400,333,2020-11-03,2020-11,0.349,34.919
500.000,2020-11-03 13:00:00,0.621,1.000,34.890,1.000,2.203,65.829,400,333,2020-11-03,2020-11,0.360,34.919
500.000,2020-11-03 14:00:00,0.763,1.000,34.887,1.000,2.203,65.829,400,333,2020-11-03,2020-11,0.367,34.919
500.000,2020-11-03 15:00:00,0.679,1.000,34.890,1.000,2.203,65.829,400,333,2020-11-03,2020-11,0.370,34.919
500.000,2020-11-03 16:00:00,0.668,1.000,34.888,1.000,2.203,65.829,400,333,2020-11-03,2020-11,0.368,34.919
500.000,2020-11-03 17:00:00,0.768,1.000,34.890,1.000,2.203,65.829,400,333,2020-11-03,2020-11,0.366,34.919
500.000,2020-11-03 18:00:00,0.756,1.000,34.890,1.000,2.203,65.829,400,333,2020-11-03,2020-11,0.364,34.919
500.000,2020-11-03 19:00:00,0.766,1.000,34.889,1.000,2.203,65.829,400,333,2020-11-03,2020-11,0.366,34.919
500.000,2020-11-03 20:00:00,0.637,1.000,34.891,1.000,2.203,65.829,400,333,2020-11-03,2020-11,0.372,34.919
