DEPTH,TIME,TEMP,TEMP_QC,PSAL,PSAL_QC,LON,LAT,X,Y,DAY,year_month,TEMP_MOD,SALT_MOD
500.000,2021-03-01 00:00:00,2.253,1.000,34.900,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.272,34.941
500.000,2021-03-01 01:00:00,2.260,1.000,34.908,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.257,34.941
500.000,2021-03-01 02:00:00,2.302,1.000,34.904,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.243,34.940
500.000,2021-03-01 03:00:00,2.222,1.000,34.907,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.227,34.940
500.000,2021-03-01 04:00:00,2.334,1.000,34.897,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.210,34.939
500.000,2021-03-01 05:00:00,2.446,1.000,34.899,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.197,34.939
500.000,2021-03-01 06:00:00,2.329,1.000,34.900,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.200,34.939
500.000,2021-03-01 07:00:00,2.461,1.000,34.895,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.219,34.939
500.000,2021-03-01 08:00:00,2.249,1.000,34.903,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.247,34.939
500.000,2021-03-01 09:00:00,2.219,1.000,34.904,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.264,34.939
500.000,2021-03-01 10:00:00,2.190,1.000,34.908,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.250,34.939
500.000,2021-03-01 11:00:00,2.062,1.000,34.901,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.220,34.938
500.000,2021-03-01 12:00:00,2.026,1.000,34.903,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.196,34.937
500.000,2021-03-01 13:00:00,2.195,1.000,34.903,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.179,34.937
500.000,2021-03-01 14:00:00,2.189,1.000,34.905,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.175,34.937
500.000,2021-03-01 15:00:00,2.223,1.000,34.904,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.180,34.936
500.000,2021-03-01 16:00:00,2.345,1.000,34.898,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.183,34.936
500.000,2021-03-01 17:00:00,2.218,1.000,34.898,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.173,34.936
500.000,2021-03-01 18:00:00,2.307,1.000,34.908,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.158,34.936
500.000,2021-03-01 19:00:00,2.498,1.000,34.903,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.151,34.936
500.000,2021-03-01 20:00:00,2.347,1.000,34.902,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.158,34.936
500.000,2021-03-01 21:00:00,2.332,1.000,34.893,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.171,34.936
500.000,2021-03-01 22:00:00,2.178,1.000,34.901,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.183,34.936
500.000,2021-03-01 23:00:00,2.195,1.000,34.903,1.000,2.203,65.829,400,333,2021-03-01,2021-03,4.191,34.936
500.000,2021-03-02 00:00:00,2.197,1.000,34.904,1.000,2.203,65.829,400,333,2021-03-02,2021-03,1.291,34.919
500.000,2021-03-02 01:00:00,2.249,1.000,34.904,1.000,2.203,65.829,400,333,2021-03-02,2021-03,1.325,34.920
500.000,2021-03-02 02:00:00,2.221,1.000,34.905,1.000,2.203,65.829,400,333,2021-03-02,2021-03,1.354,34.920
500.000,2021-03-02 03:00:00,2.347,1.000,34.906,1.000,2.203,65.829,400,333,2021-03-02,2021-03,1.362,34.920
500.000,2021-03-02 04:00:00,2.535,1.000,34.896,1.000,2.203,65.829,400,333,2021-03-02,2021-03,1.347,34.920
500.000,2021-03-02 05:00:00,2.423,1.000,34.904,1.000,2.203,65.829,400,333,2021-03-02,2021-03,1.315,34.919
500.000,2021-03-02 06:00:00,2.527,1.000,34.895,1.000,2.203,65.829,400,333,2021-03-02,2021-03,1.288,34.919
500.000,2021-03-02 07:00:00,2.416,1.000,34.890,1.000,2.203,65.829,400,333,2021-03-02,2021-03,1.270,34.919
