DEPTH,TIME,TEMP,TEMP_QC,PSAL,PSAL_QC,LON,LAT,X,Y,DAY,year_month,TEMP_MOD,SALT_MOD
500.000,2021-02-01 00:00:00,3.712,1.000,34.921,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.645,34.926
500.000,2021-02-01 01:00:00,3.708,1.000,34.928,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.655,34.926
500.000,2021-02-01 02:00:00,3.510,1.000,34.927,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.682,34.926
500.000,2021-02-01 03:00:00,3.649,1.000,34.921,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.703,34.927
500.000,2021-02-01 04:00:00,3.564,1.000,34.899,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.711,34.927
500.000,2021-02-01 05:00:00,3.497,1.000,34.918,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.706,34.927
500.000,2021-02-01 06:00:00,3.608,1.000,34.921,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.693,34.927
500.000,2021-02-01 07:00:00,3.554,1.000,34.919,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.683,34.927
500.000,2021-02-01 08:00:00,3.631,1.000,34.923,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.679,34.927
500.000,2021-02-01 09:00:00,3.613,1.000,34.923,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.676,34.927
500.000,2021-02-01 10:00:00,3.726,1.000,34.922,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.675,34.928
500.000,2021-02-01 11:00:00,3.752,1.000,34.919,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.671,34.928
500.000,2021-02-01 12:00:00,3.707,1.000,34.917,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.664,34.929
500.000,2021-02-01 13:00:00,3.585,1.000,34.917,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.664,34.929
500.000,2021-02-01 14:00:00,3.553,1.000,34.910,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.667,34.930
500.000,2021-02-01 15:00:00,3.710,1.000,34.919,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.676,34.930
500.000,2021-02-01 16:00:00,3.664,1.000,34.917,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.687,34.931
500.000,2021-02-01 17:00:00,3.564,1.000,34.898,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.688,34.931
500.000,2021-02-01 18:00:00,3.529,1.000,34.906,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.679,34.931
500.000,2021-02-01 19:00:00,3.447,1.000,34.906,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.671,34.931
500.000,2021-02-01 20:00:00,3.571,1.000,34.915,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.672,34.931
500.000,2021-02-01 21:00:00,3.664,1.000,34.919,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.677,34.931
500.000,2021-02-01 22:00:00,3.487,1.000,34.919,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.677,34.931
500.000,2021-02-01 23:00:00,3.827,1.000,34.902,1.000,2.203,65.829,400,333,2021-02-01,2021-02,3.672,34.931
500.000,2021-02-02 00:00:00,3.777,1.000,34.915,1.000,2.203,65.829,400,333,2021-02-02,2021-02,1.110,34.919
500.000,2021-02-02 01:00:00,3.633,1.000,34.917,1.000,2.203,65.829,400,333,2021-02-02,2021-02,1.119,34.919
500.000,2021-02-02 02:00:00,3.802,1.000,34.922,1.000,2.203,65.829,400,333,2021-02-02,2021-02,1.134,34.919
500.000,2021-02-02 03:00:00,3.819,1.000,34.922,1.000,2.203,65.829,400,333,2021-02-02,2021-02,1.145,34.920
500.000,2021-02-02 04:00:00,3.575,1.000,34.920,1.000,2.203,65.829,400,333,2021-02-02,2021-02,1.149,34.920
500.000,2021-02-02 05:00:00,3.698,1.000,34.906,1.000,2.203,65.829,400,333,2021-02-02,2021-02,1.145,34.920
500.000,2021-02-02 06:00:00,3.586,1.000,34.922,1.000,2.203,65.829,400,333,2021-02-02,2021-02,1.132,34.920
500.000,2021-02-02 07:00:00,3.615,1.000,34.920,1.000,2.203,65.829,400,333,2021-02-02,2021-02,1.118,34.919
500.000,2021-02-02 08:00:00,3.762,1.000,34.921,1.000,2.203,65.829,400,333,2021-02-02,2021-02,1.107,34.919
500.000,2021-02-02 09:00:00,3.772,1.000,34.922,1.000,2.203,65.829,400,333,2021-02-02,2021-02,1.100,34.919
500.000,2021-02-02 10:00:00,3.769,1.000,34.928,1.000,2.203,65.829,400,333,2021-02-02,2021-02,1.100,34.919
500.000,2021-02-02 11:00:00,3.698,1.000,34.926,1.000,2.203,65.829,400,333,2021-02-02,2021-02,1.104,34.919
500.000,2021-02-02 12:00:00,3.595,1.000,34.910,1.000,2.203,65.829,400,333,2021-02-02,2021-02,1.109,34.919
500.000,2021-02-02 13:00:00,3.601,1.000,34.915,1.000,2.203,65.829,400,333,2021-02-02,2021-02,1.113,34.920
500.000,2021-02-02 14:00:00,3.842,1.000,34.896,1.000,2.203,65.829,400,333,2021-02-02,2021-02,1.114,34.920
500.000,2021-02-02 15:00:00,3.928,1.000,34.914,1.000,2.203,65.829,400,333,2021-02-02,2021-02,1.115,34.920
500.000,2021-02-02 16:00:00,4.202,1.000,34.941,1.000,2.203,65.829,400,333,2021-02-02,2021-02,1.115,34.920
