DEPTH,TIME,TEMP,TEMP_QC,PSAL,PSAL_QC,LON,LAT,X,Y,DAY,year_month,TEMP_MOD,SALT_MOD
500.000,2021-07-01 00:00:00,1.450,1.000,34.885,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.354,34.944
500.000,2021-07-01 01:00:00,1.550,1.000,34.888,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.361,34.944
500.000,2021-07-01 02:00:00,1.359,1.000,34.889,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.366,34.944
500.000,2021-07-01 03:00:00,1.361,1.000,34.894,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.368,34.944
500.000,2021-07-01 04:00:00,1.267,1.000,34.895,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.368,34.944
500.000,2021-07-01 05:00:00,1.640,1.000,34.891,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.365,34.944
500.000,2021-07-01 06:00:00,1.410,1.000,34.894,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.363,34.944
500.000,2021-07-01 07:00:00,1.433,1.000,34.897,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.360,34.944
500.000,2021-07-01 08:00:00,1.496,1.000,34.888,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.363,34.944
500.000,2021-07-01 09:00:00,1.357,1.000,34.883,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.375,34.944
500.000,2021-07-01 10:00:00,1.419,1.000,34.883,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.387,34.945
500.000,2021-07-01 11:00:00,1.476,1.000,34.884,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.406,34.945
500.000,2021-07-01 12:00:00,1.505,1.000,34.888,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.428,34.945
500.000,2021-07-01 13:00:00,1.508,1.000,34.885,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.438,34.946
500.000,2021-07-01 14:00:00,1.517,1.000,34.891,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.438,34.946
500.000,2021-07-01 15:00:00,1.369,1.000,34.892,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.441,34.946
500.000,2021-07-01 16:00:00,1.429,1.000,34.876,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.446,34.946
500.000,2021-07-01 17:00:00,1.392,1.000,34.882,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.446,34.946
500.000,2021-07-01 18:00:00,1.362,1.000,34.879,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.440,34.946
500.000,2021-07-01 19:00:00,1.373,1.000,34.883,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.433,34.946
500.000,2021-07-01 20:00:00,1.620,1.000,34.890,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.422,34.946
500.000,2021-07-01 21:00:00,1.664,1.000,34.892,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.414,34.945
500.000,2021-07-01 22:00:00,1.732,1.000,34.888,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.412,34.945
500.000,2021-07-01 23:00:00,1.743,1.000,34.887,1.000,2.203,65.829,400,333,2021-07-01,2021-07,4.414,34.945
500.000,2021-07-02 00:00:00,1.624,1.000,34.888,1.000,2.203,65.829,400,333,2021-07-02,2021-07,1.408,34.922
500.000,2021-07-02 01:00:00,1.554,1.000,34.887,1.000,2.203,65.829,400,333,2021-07-02,2021-07,1.413,34.922
500.000,2021-07-02 02:00:00,1.386,1.000,34.884,1.000,2.203,65.829,400,333,2021-07-02,2021-07,1.422,34.922
500.000,2021-07-02 03:00:00,1.312,1.000,34.881,1.000,2.203,65.829,400,333,2021-07-02,2021-07,1.431,34.922
500.000,2021-07-02 04:00:00,1.208,1.000,34.891,1.000,2.203,65.829,400,333,2021-07-02,2021-07,1.437,34.922
500.000,2021-07-02 05:00:00,1.357,1.000,34.885,1.000,2.203,65.829,400,333,2021-07-02,2021-07,1.437,34.922
500.000,2021-07-02 06:00:00,1.470,1.000,34.887,1.000,2.203,65.829,400,333,2021-07-02,2021-07,1.430,34.922
500.000,2021-07-02 07:00:00,1.405,1.000,34.887,1.000,2.203,65.829,400,333,2021-07-02,2021-07,1.420,34.922
500.000,2021-07-02 08:00:00,1.410,1.000,34.886,1.000,2.203,65.829,400,333,2021-07-02,2021-07,1.416,34.922
500.000,2021-07-02 09:00:00,1.493,1.000,34.889,1.000,2.203,65.829,400,333,2021-07-02,2021-07,1.426,34.922
500.000,2021-07-02 10:00:00,1.565,1.000,34.880,1.000,2.203,65.829,400,333,2021-07-02,2021-07,1.445,34.922
500.000,2021-07-02 11:00:00,1.760,1.000,34.876,1.000,2.203,65.829,400,333,2021-07-02,2021-07,1.474,34.922
500.000,2021-07-02 12:00:00,1.626,1.000,34.880,1.000,2.203,65.829,400,333,2021-07-02,2021-07,1.509,34.922
500.000,2021-07-02 13:00:00,1.659,1.000,34.888,1.000,2.203,65.829,400,333,2021-07-02,2021-07,1.531,34.922
500.000,2021-07-02 14:00:00,1.806,1.000,34.890,1.000,2.203,65.829,400,333,2021-07-02,2021-07,1.540,34.922
500.000,2021-07-02 15:00:00,1.673,1.000,34.887,1.000,2.203,65.829,400,333,2021-07-02,2021-07,1.549,34.922
500.000,2021-07-02 16:00:00,1.436,1.000,34.886,1.000,2.203,65.829,400,333,2021-07-02,2021-07,1.557,34.922
500.000,2021-07-02 17:00:00,1.477,1.000,34.886,1.000,2.203,65.829,400,333,2021-07-02,2021-07,1.558,34.922
500.000,2021-07-02 18:00:00,1.329,1.000,34.880,1.000,2.203,65.829,400,333,2021-07-02,2021-07,1.551,34.922
