DEPTH,TIME,TEMP,TEMP_QC,PSAL,PSAL_QC,LON,LAT,X,Y,DAY,year_month,TEMP_MOD,SALT_MOD
500.000,2020-09-01 00:00:00,3.331,1.000,34.936,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.486,34.949
500.000,2020-09-01 01:00:00,3.144,1.000,34.929,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.505,34.950
500.000,2020-09-01 02:00:00,3.086,1.000,34.921,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.510,34.950
500.000,2020-09-01 03:00:00,2.993,1.000,34.916,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.496,34.950
500.000,2020-09-01 04:00:00,2.905,1.000,34.919,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.469,34.949
500.000,2020-09-01 05:00:00,2.815,1.000,34.914,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.444,34.949
500.000,2020-09-01 06:00:00,2.708,1.000,34.911,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.438,34.949
500.000,2020-09-01 07:00:00,2.680,1.000,34.914,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.454,34.949
500.000,2020-09-01 08:00:00,2.622,1.000,34.913,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.478,34.949
500.000,2020-09-01 09:00:00,2.399,1.000,34.904,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.499,34.950
500.000,2020-09-01 10:00:00,2.684,1.000,34.907,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.522,34.950
500.000,2020-09-01 11:00:00,2.347,1.000,34.910,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.551,34.950
500.000,2020-09-01 12:00:00,2.468,1.000,34.908,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.575,34.950
500.000,2020-09-01 13:00:00,2.475,1.000,34.900,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.584,34.950
500.000,2020-09-01 14:00:00,2.560,1.000,34.883,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.573,34.950
500.000,2020-09-01 15:00:00,2.492,1.000,34.905,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.547,34.950
500.000,2020-09-01 16:00:00,2.389,1.000,34.902,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.518,34.950
500.000,2020-09-01 17:00:00,2.171,1.000,34.906,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.500,34.950
500.000,2020-09-01 18:00:00,2.269,1.000,34.898,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.502,34.950
500.000,2020-09-01 19:00:00,2.037,1.000,34.909,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.522,34.950
500.000,2020-09-01 20:00:00,2.049,1.000,34.898,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.543,34.950
500.000,2020-09-01 21:00:00,1.989,1.000,34.898,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.558,34.950
500.000,2020-09-01 22:00:00,1.919,1.000,34.906,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.568,34.950
500.000,2020-09-01 23:00:00,2.086,1.000,34.896,1.000,2.203,65.829,400,333,2020-09-01,2020-09,3.574,34.950
500.000,2020-09-02 00:00:00,2.207,1.000,34.907,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.042,34.925
500.000,2020-09-02 01:00:00,2.191,1.000,34.902,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.049,34.925
500.000,2020-09-02 02:00:00,2.150,1.000,34.902,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.061,34.925
500.000,2020-09-02 03:00:00,1.991,1.000,34.905,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.068,34.926
500.000,2020-09-02 04:00:00,2.055,1.000,34.889,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.072,34.926
500.000,2020-09-02 05:00:00,2.020,1.000,34.903,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.080,34.926
500.000,2020-09-02 06:00:00,2.130,1.000,34.891,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.099,34.926
500.000,2020-09-02 07:00:00,2.070,1.000,34.897,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.122,34.926
500.000,2020-09-02 08:00:00,2.094,1.000,34.904,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.139,34.927
500.000,2020-09-02 09:00:00,2.062,1.000,34.898,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.144,34.927
500.000,2020-09-02 10:00:00,2.058,1.000,34.899,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.139,34.926
500.000,2020-09-02 11:00:00,2.098,1.000,34.894,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.135,34.926
500.000,2020-09-02 12:00:00,2.144,1.000,34.894,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.131,34.926
500.000,2020-09-02 13:00:00,2.283,1.000,34.884,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.129,34.926
500.000,2020-09-02 14:00:00,2.109,1.000,34.890,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.128,34.926
500.000,2020-09-02 15:00:00,2.354,1.000,34.892,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.124,34.926
500.000,2020-09-02 16:00:00,2.472,1.000,34.901,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.123,34.926
500.000,2020-09-02 17:00:00,2.405,1.000,34.889,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.129,34.926
500.000,2020-09-02 18:00:00,2.200,1.000,34.902,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.143,34.927
500.000,2020-09-02 19:00:00,2.048,1.000,34.899,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.161,34.927
500.000,2020-09-02 20:00:00,2.176,1.000,34.891,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.172,34.927
500.000,2020-09-02 21:00:00,2.035,1.000,34.903,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.177,34.927
500.000,2020-09-02 22:00:00,2.141,1.000,34.895,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.174,34.927
500.000,2020-09-02 23:00:00,2.128,1.000,34.907,1.000,2.203,65.829,400,333,2020-09-02,2020-09,1.166,34.927
500.000,2020-09-03 00:00:00,2.253,1.000,34.886,1.000,2.203,65.829,400,333,2020-09-03,2020-09,0.341,34.920
