DEPTH,TIME,TEMP,TEMP_QC,PSAL,PSAL_QC,LON,LAT,X,Y,DAY,year_month,TEMP_MOD,SALT_MOD
500.000,2020-08-25 12:00:00,3.439,1.000,34.928,1.000,2.203,65.829,400,333,2020-08-25,2020-08,3.811,34.954
500.000,2020-08-25 13:00:00,3.246,1.000,34.923,1.000,2.203,65.829,400,333,2020-08-25,2020-08,3.832,34.955
500.000,2020-08-25 14:00:00,3.310,1.000,34.927,1.000,2.203,65.829,400,333,2020-08-25,2020-08,3.849,34.955
500.000,2020-08-25 15:00:00,3.200,1.000,34.920,1.000,2.203,65.829,400,333,2020-08-25,2020-08,3.850,34.955
500.000,2020-08-25 16:00:00,3.305,1.000,34.922,1.000,2.203,65.829,400,333,2020-08-25,2020-08,3.840,34.955
500.000,2020-08-25 17:00:00,3.385,1.000,34.920,1.000,2.203,65.829,400,333,2020-08-25,2020-08,3.830,34.955
500.000,2020-08-25 18:00:00,3.321,1.000,34.924,1.000,2.203,65.829,400,333,2020-08-25,2020-08,3.825,34.954
500.000,2020-08-25 19:00:00,3.307,1.000,34.923,1.000,2.203,65.829,400,333,2020-08-25,2020-08,3.825,34.954
500.000,2020-08-25 20:00:00,3.213,1.000,34.918,1.000,2.203,65.829,400,333,2020-08-25,2020-08,3.822,34.954
500.000,2020-08-25 21:00:00,3.475,1.000,34.928,1.000,2.203,65.829,400,333,2020-08-25,2020-08,3.808,34.954
500.000,2020-08-25 22:00:00,3.479,1.000,34.931,1.000,2.203,65.829,400,333,2020-08-25,2020-08,3.789,34.954
500.000,2020-08-25 23:00:00,3.340,1.000,34.928,1.000,2.203,65.829,400,333,2020-08-25,2020-08,3.779,34.954
500.000,2020-08-26 00:00:00,3.545,1.000,34.928,1.000,2.203,65.829,400,333,2020-08-26,2020-08,1.162,34.925
500.000,2020-08-26 01:00:00,3.040,1.000,34.921,1.000,2.203,65.829,400,333,2020-08-26,2020-08,1.176,34.925
500.000,2020-08-26 02:00:00,3.032,1.000,34.908,1.000,2.203,65.829,400,333,2020-08-26,2020-08,1.189,34.925
500.000,2020-08-26 03:00:00,3.158,1.000,34.911,1.000,2.203,65.829,400,333,2020-08-26,2020-08,1.191,34.925
500.000,2020-08-26 04:00:00,3.081,1.000,34.913,1.000,2.203,65.829,400,333,2020-08-26,2020-08,1.191,34.925
500.000,2020-08-26 05:00:00,3.109,1.000,34.908,1.000,2.203,65.829,400,333,2020-08-26,2020-08,1.191,34.925
500.000,2020-08-26 06:00:00,3.053,1.000,34.915,1.000,2.203,65.829,400,333,2020-08-26,2020-08,1.190,34.925
500.000,2020-08-26 07:00:00,3.118,1.000,34.905,1.000,2.203,65.829,400,333,2020-08-26,2020-08,1.184,34.925
500.000,2020-08-26 08:00:00,3.231,1.000,34.910,1.000,2.203,65.829,400,333,2020-08-26,2020-08,1.171,34.925
500.000,2020-08-26 09:00:00,3.119,1.000,34.907,1.000,2.203,65.829,400,333,2020-08-26,2020-08,1.149,34.924
